code,name,div_per_10,total_shares,ex_date
002654,万润科技,0.5,242060000,2016-03-01
002099,海翔药业,2.0,759758615,2016-03-01
002572,索菲亚,5.0,440978000,2016-03-03
002349,精华制药,1.0,280196554,2016-03-08
000838,*ST发展,0.54,314417763,2016-03-08
300033,同花顺,7.4,537600000,2016-03-11
002522,浙江众成,0.4,883282200,2016-03-10
002014,永新股份,4.0,325758450,2016-03-10
300298,三诺生物,3.6,260988465,2016-03-11
002676,顺威股份,0.1,160000000,2016-03-11
002402,和而泰,1.0,332182032,2016-03-15
300131,英唐智控,0.5,534763213,2016-03-15
300125,*ST聆达,0.2,118000000,2016-03-16
600531,豫光金铅,0.13,295250776,2016-03-17
000975,山金国际,2.0,1081616070,2016-03-17
600562,国睿科技,2.18,257061566,2016-03-17
300401,花园生物,0.15,181400000,2016-03-23
300376,易事特,2.6,250460000,2016-03-21
002546,新联电子,3.0,252000000,2016-03-24
300271,华宇软件,0.997319,321541972,2016-03-25
300351,永贵电器,0.6,337194000,2016-03-24
600400,红豆股份,0.5,711850314,2016-03-29
002452,长高电气,0.6,525424000,2016-03-31
002536,飞龙股份,2.0,111269292,2016-03-29
002261,拓维信息,0.4,557277755,2016-03-29
300450,先导智能,5.5,136000000,2016-03-29
002414,高德红外,0.15,600000000,2016-03-29
300146,汤臣倍健,6.0,728010940,2016-04-01
002768,国恩股份,2.0,80000000,2016-03-30
002494,华斯股份,0.25,348478000,2016-03-30
300349,金卡智能,0.6,180000000,2016-04-01
300432,富临精工,2.2,360000000,2016-03-31
300077,国民技术,1.0,281960000,2016-04-01
300453,三鑫医疗,2.0,79360000,2016-04-01
300095,华伍股份,0.5,310826400,2016-04-01
300437,清水源,1.5,66700000,2016-04-01
300228,富瑞特装,0.1,293962808,2016-04-01
300324,旋极信息,0.42,499983108,2016-04-05
300441,鲍斯股份,1.0,168960000,2016-04-05
002138,顺络电子,2.0,740938814,2016-04-06
920110,雷特科技,3.3,30000000,2016-04-06
000563,陕国投A,0.3,1545245866,2016-04-06
300233,金城医药,1.5,253200000,2016-04-07
002174,游族网络,1.8,287105015,2016-04-08
300144,宋城演艺,0.7,1452680502,2016-04-07
603618,杭电股份,1.5,213350000,2016-04-06
002258,利尔化学,2.0,262186515,2016-04-08
002691,*ST冀凯,0.08,200000000,2016-04-11
002745,木林森,1.2,444500000,2016-04-08
300414,中光防雷,1.2,168530000,2016-04-11
002247,聚力文化,2.0,264484500,2016-04-11
002658,雪迪龙,0.88,604880320,2016-04-12
002434,万里扬,1.5,510000000,2016-04-11
300443,金雷股份,5.2,56260000,2016-04-12
300024,机器人,1.0,709199826,2016-04-12
002286,保龄宝,0.6,369256000,2016-04-12
000661,长春高新,8.0,131326570,2016-04-12
002541,鸿路钢构,0.7,268000000,2016-04-13
601099,太平洋,0.8,4544210913,2016-04-12
600816,建元信托,3.5,1769889828,2016-04-13
002727,一心堂,5.0,260300000,2016-04-13
300283,温州宏丰,0.1,276240900,2016-04-13
000598,兴蓉环境,0.415,2986218602,2016-04-15
300383,光环新网,0.2,545800000,2016-04-13
002515,金字火腿,0.5,359674000,2016-04-14
603166,福达股份,0.7,493348925,2016-04-14
002652,扬子新材,0.5,320040000,2016-04-13
300301,ST长方,0.1,690363969,2016-04-14
002285,世联行,0.4,1445696230,2016-04-14
002082,ST万邦,1.0,238000000,2016-04-15
300009,安科生物,1.5,407863881,2016-04-15
300360,炬华科技,2.0,241785000,2016-04-15
002772,众兴菌业,1.051299,155826800,2016-04-15
300316,晶盛机电,0.6,883436400,2016-04-18
002374,中锐股份,0.5,351623221,2016-04-18
300072,海新能科,1.953633,796693450,2016-04-19
300331,苏大维格,0.2,186000000,2016-04-18
300408,三环集团,3.5,863818000,2016-04-18
603288,海天味业,6.0,2706246000,2016-04-15
300059,东方财富,1.0,1853892052,2016-04-18
002695,煌上煌,1.16,126658422,2016-04-19
300403,汉宇集团,5.5,134000000,2016-04-18
300227,光韵达,0.1,139150000,2016-04-19
603889,新澳股份,3.5,162310000,2016-04-19
600116,三峡水利,1.5,331001834,2016-04-18
002585,双星新材,0.2,717327642,2016-04-19
300054,鼎龙股份,0.5,447897607,2016-04-20
002643,万润股份,3.0,339871250,2016-04-20
000936,华西股份,0.3,886012887,2016-04-19
920879,基康技术,1.2,138000000,2016-04-20
300296,利亚德,0.7,755578424,2016-04-20
000980,众泰汽车,0.2,528140000,2016-04-20
002184,海得控制,1.5,220000000,2016-04-20
