code,name,div_per_10,total_shares,ex_date
603677,奇精机械,2.5,136000000,2017-08-30
600338,西藏珠峰,6.0,653007263,2017-08-31
601318,中国平安,5.0,18280241410,2017-09-04
002853,皮阿诺,3.0,62136600,2017-09-01
603826,坤彩科技,0.6,360000000,2017-09-01
600545,卓郎智能,2.729,675785778,2017-09-01
920663,明阳科技,3.25,37000000,2017-09-15
920533,骏创科技,2.0,21120000,2017-09-13
002138,顺络电子,2.0,816615354,2017-09-08
920299,灿能电力,5.0,20000000,2017-09-15
600577,精达股份,0.5,1955324246,2017-09-13
920271,邦德股份,13.0,17105326,2017-09-18
002258,利尔化学,1.0,524373030,2017-09-13
601238,广汽集团,1.0,6500721186,2017-09-14
603658,安图生物,3.6,420000000,2017-09-13
002859,洁美科技,4.0,102280000,2017-09-15
603228,景旺电子,2.0,408000000,2017-09-13
601857,中国石油,0.6926,183020977818,2017-09-15
920357,雅葆轩,6.0,25800000,2017-09-18
601339,百隆东方,1.28,1500000000,2017-09-15
300039,上海凯宝,1.0,1071493800,2017-09-18
300347,泰格医药,1.0,500176537,2017-09-19
002345,潮宏基,1.0,905412707,2017-09-18
600028,中国石化,1.0,121071209646,2017-09-20
000609,*ST中迪,0.999832,299275522,2017-09-20
300256,星星科技,0.3,648108942,2017-09-21
603701,德宏股份,1.5,99600000,2017-09-21
002276,万马股份,1.0,1035489098,2017-09-21
002351,漫步者,0.5,588000000,2017-09-21
002367,康力电梯,1.0,797652687,2017-09-25
603226,菲林格尔,1.8,86670000,2017-09-25
920405,海希通讯,5.0,53800000,2017-09-26
920145,恒合股份,2.0,45500000,2017-09-27
920729,永顺生物,6.0,76900000,2017-09-28
920242,建邦科技,15.0,7661000,2017-09-28
300320,海达股份,1.6,293348000,2017-09-26
603050,科林电气,2.5,133340000,2017-09-26
002517,恺英网络,1.0,717505878,2017-09-27
603328,依顿电子,2.5,997716145,2017-09-26
600016,民生银行,1.2,36485348752,2017-09-26
300679,电连技术,10.0,120000000,2017-09-28
600211,西藏药业,3.32,179619205,2017-09-28
300521,爱司凯,1.0,80000000,2017-09-29
601515,衢州东峰,2.5,1112000000,2017-09-29
300476,胜宏科技,3.0,427615542,2017-09-29
600643,爱建集团,1.0,1437139844,2017-09-29
002198,ST嘉应,0.4,507509848,2017-10-09
603197,保隆科技,5.0,117100755,2017-10-12
920641,格利尔,1.0,55000000,2017-10-12
920819,颖泰生物,1.5,1106000000,2017-10-13
600551,时代出版,2.39,505825296,2017-10-13
300655,晶瑞电材,2.0,88249935,2017-10-13
600160,巨化股份,1.0,2111666233,2017-10-13
300393,中来股份,1.493618,183576000,2017-10-16
002852,道道全,4.1,100000000,2017-10-16
300647,超频三,1.25,120000000,2017-10-18
002394,联发股份,2.0,323700000,2017-10-18
000626,远大控股,1.6,598634538,2017-10-18
002083,孚日股份,1.0,908000005,2017-10-17
603303,得邦照明,3.6,240000000,2017-10-19
600475,华光环能,1.0,559392211,2017-10-19
920249,利尔达,0.8,153400000,2017-10-20
920580,科创新材,0.4,50000000,2017-10-24
000536,华映科技,1.0,2766032803,2017-10-23
000338,潍柴动力,1.5,7997238556,2017-10-20
000990,诚志股份,1.0,1253011919,2017-10-24
600031,三一重工,0.2,7643585674,2017-10-24
002384,东山精密,0.1,1071048318,2017-10-24
600502,安徽建工,0.5,1434300227,2017-10-25
600073,光明肉业,0.9,937729472,2017-10-27
002869,金溢科技,2.0,117800000,2017-10-27
920599,同力股份,3.0,160000000,2017-10-27
601375,中原证券,0.73,3923734700,2017-10-27
002846,英联股份,2.0,120000000,2017-10-31
000863,三湘印象,2.0,1381752594,2017-11-01
600167,联美控股,1.6,880045952,2017-11-02
300195,长荣股份,4.5,433483630,2017-11-03
603955,大千生态,2.0,87000000,2017-11-06
002094,青岛金王,0.5,392548392,2017-11-07
603066,音飞储存,0.1,302366400,2017-11-07
000880,潍柴重机,0.2,276100500,2017-11-09
000408,藏格矿业,3.0,2072231638,2017-11-14
000735,罗牛山,0.2,1151513578,2017-11-23
920221,易实精密,1.38,65000000,2017-11-27
000060,中金岭南,0.3,2379790218,2017-11-24
600661,昂立教育,2.0,286548830,2017-11-23
920522,纳科诺尔,3.0,50600000,2017-12-07
920802,保丽洁,2.0,52100000,2017-11-28
002601,龙佰集团,5.0,2032095439,2017-12-07
000159,国际实业,0.3,481139294,2017-12-15
920267,鑫汇科,5.0,31550000,2017-12-19
920866,绿亨科技,1.0,71750000,2017-12-28
920837,华原股份,3.0,128870000,2018-01-24
