code,name,div_per_10,total_shares,ex_date
000518,四环生物,0.575,514778111.0,2003-08-26
000061,农产品,2.0,215368579.0,2003-09-16
000717,中南股份,3.0,558800000.0,2003-09-17
600028,中国石化,0.3,86702439000.0,2003-09-22
000911,*ST广糖,2.0,240800000.0,2003-10-17
000811,冰轮环境,2.0,134905100.0,2003-10-17
600428,中远海特,1.0,360000000.0,2003-10-16
600301,华锡有色,1.0,185148140.0,2003-10-20
600078,澄星股份,2.0,199944984.0,2003-10-21
600166,福田汽车,1.1,304466000.0,2003-10-21
000633,合金投资,0.5,320921978.0,2003-10-24
000153,丰原药业,0.5,65002300.0,2003-10-31
600015,华夏银行,1.3,3500000000.0,2003-11-04
000668,荣丰控股,0.7,146841890.0,2003-11-17
001896,豫能控股,0.7,430000000.0,2003-12-09
000933,神火股份,2.8,250000000.0,2003-12-11
000568,泸州老窖,0.6,841399673.0,2003-12-23
600789,鲁抗医药,1.0,411754215.0,2003-12-24
600812,华北制药,0.5,1169394189.0,2004-01-13
