code,name,div_per_10,total_shares,ex_date
000933,神火股份,15.0,250000000,2005-09-09
600577,精达股份,1.0,108000000,2005-09-19
600028,中国石化,0.4,86702439000,2005-09-21
600301,华锡有色,1.5,185148140,2005-09-23
600428,中远海特,3.5,655200000,2005-10-10
002040,南京港,4.0,153670000,2005-10-17
600475,华光环能,2.1875,256000000,2005-10-19
600845,宝信软件,2.0,262244070,2005-11-02
600886,国投电力,5.0,563491652,2005-11-04
002033,丽江股份,1.3,99323048,2005-11-14
600010,包钢股份,2.0,1428229834,2005-11-14
002044,美年健康,2.0,125000000,2005-12-19
000550,江铃汽车,3.59,863214000,2006-01-12
