code,name,div_per_10,total_shares,ex_date
000690,宝新能源,0.75,107500000.0,2000-08-29
600079,ST人福,0.75,66300000.0,2000-08-31
600103,青山纸业,0.5,353150000.0,2000-09-06
000735,罗牛山,0.5,286620000.0,2000-09-07
000702,正虹科技,1.0,157113654.0,2000-09-19
000777,中核科技,1.25,120000000.0,2000-09-21
600226,亨通股份,0.25,110023500.0,2000-09-28
600720,中交设计,0.667,141396979.0,2000-09-25
000751,锌业股份,1.0,615000000.0,2000-09-27
000619,海螺新材,0.8,75000000.0,2000-09-26
600737,中粮糖业,1.25,191810525.0,2000-09-28
000828,东莞控股,0.35,970569600.0,2000-10-09
600081,东风科技,1.0,134000000.0,2000-10-12
600198,大唐电信,1.36,345086400.0,2000-10-18
000877,天山股份,1.344,144460000.0,2000-10-23
000539,粤电力A,0.4,1287702000.0,2000-10-24
600644,乐山电力,0.5,155835312.0,2000-10-26
600735,ST新华锦,0.4311,101572425.0,2000-10-30
000930,中粮科技,3.5,146978800.0,2000-11-07
000897,津滨发展,1.062,270000000.0,2000-11-10
000911,*ST广糖,1.5,224000000.0,2000-11-10
000761,本钢板材,1.8,1136000000.0,2000-11-14
000810,创维数字,0.75,52774000.0,2000-11-21
