code,name,div_per_10,total_shares,ex_date,amount
600018,上港集团,1.18,22755179650.0,2012-07-11,2685111198.7
300255,常山药业,2.0,107850000.0,2012-07-10,21570000.0
601117,中国化学,0.5,4933000000.0,2012-07-10,246650000.0
600307,酒钢宏兴,1.2,4091357424.0,2012-07-09,490962890.88
000721,西安饮食,0.3,199527960.0,2012-07-10,5985838.8
002111,威海广泰,0.6,307270735.0,2012-07-10,18436244.099999998
002660,茂硕电源,2.0,97080000.0,2012-07-10,19416000.0
600717,天津港,1.0,1674769120.0,2012-07-09,167476912.0
300076,*ST宁视,3.0,106000000.0,2012-07-10,31800000.0
601011,宝泰隆,3.0,387000000.0,2012-07-09,116100000.0
300049,福瑞医科,3.0,125060000.0,2012-07-09,37518000.0
000685,中山公用,1.0,598987089.0,2012-07-11,59898708.900000006
600641,先导基电,0.5,806158748.0,2012-07-09,40307937.400000006
002197,证通电子,1.0,209832000.0,2012-07-11,20983200.0
600533,栖霞建设,1.0,1050000000.0,2012-07-09,105000000.0
600814,杭州解百,0.7,310383021.0,2012-07-09,21726811.47
300095,华伍股份,0.5,77000000.0,2012-07-11,3850000.0
601099,太平洋,0.35,1503313349.0,2012-07-10,52615967.214999996
002544,普天科技,1.25,171920000.0,2012-07-12,21490000.0
600362,江西铜业,5.0,3462729405.0,2012-07-10,1731364702.5
000589,贵州轮胎,0.6,488904304.0,2012-07-10,29334258.24
000006,深振业A,0.4,989007360.0,2012-07-11,39560294.4
000823,超声电子,1.2,440436000.0,2012-07-12,52852320.0
000919,金陵药业,1.5,504000000.0,2012-07-12,75600000.0
600289,ST信通,0.6,577237134.0,2012-07-10,34634228.04
000882,华联股份,0.7,893302441.0,2012-07-11,62531170.86999999
600875,东方电气,1.6,2003860000.0,2012-07-10,320617600.0
600865,百大集团,0.8,376240316.0,2012-07-10,30099225.28
002128,电投能源,5.0,1326686166.0,2012-07-12,663343083.0
000541,佛山照明,2.5,978563745.0,2012-07-12,244640936.25
002164,宁波东力,0.3,445625000.0,2012-07-11,13368750.0
000425,徐工机械,2.5,2062758154.0,2012-07-11,515689538.5
601118,海南橡胶,0.8,3931171600.0,2012-07-11,314493728.0
002083,孚日股份,0.6,938482978.0,2012-07-11,56308978.68
600624,ST复华,0.31,345155035.0,2012-07-11,10699806.084999999
000550,江铃汽车,8.6,863214000.0,2012-07-13,742364040.0
002620,*ST瑞和,1.2,80000000.0,2012-07-12,9600000.0
000049,德赛电池,2.5,136829160.0,2012-07-12,34207290.0
000421,南京公用,0.5,351684100.0,2012-07-13,17584205.0
601169,北京银行,2.0,7333466282.0,2012-07-11,1466693256.4
300022,吉峰科技,0.5,357400000.0,2012-07-11,17870000.0
600962,国投中鲁,0.5,201700000.0,2012-07-11,10085000.0
002312,川发龙蟒,0.9544,185919500.0,2012-07-13,17744157.08
601101,昊华能源,3.5,999998560.0,2012-07-12,349999496.0
000679,大连友谊,0.8,356400000.0,2012-07-12,28512000.0
600420,国药现代,1.0,287733402.0,2012-07-11,28773340.200000003
300180,华峰超纤,1.5,158000000.0,2012-07-13,23700000.0
300051,琏升科技,0.8,160500000.0,2012-07-13,12840000.0
600188,兖矿能源,5.7,4918400000.0,2012-07-12,2803488000.0000005
002185,华天科技,1.0,406130000.0,2012-07-12,40613000.0
300243,瑞丰高材,1.5,53500000.0,2012-07-16,8025000.0
002528,*ST英飞,2.0,236064000.0,2012-07-13,47212800.0
002319,乐通股份,0.5,100000000.0,2012-07-12,5000000.0
300278,华昌达,2.0,86700000.0,2012-07-13,17340000.0
601333,广深铁路,1.0,7083537000.0,2012-07-12,708353700.0
000659,珠海中富,0.1,1285702520.0,2012-07-13,12857025.200000001
600189,泉阳泉,2.0,310500000.0,2012-07-12,62100000.0
002670,国盛证券,2.0,200000000.0,2012-07-12,40000000.0
000917,电广传媒,1.39,406378405.0,2012-07-13,56486598.294999994
000568,泸州老窖,14.0,1398268476.0,2012-07-13,1957575866.3999999
300247,融捷健康,3.0,81750000.0,2012-07-13,24525000.0
603366,日出东方,3.5,400000000.0,2012-07-12,140000000.0
600825,新华传媒,0.4,1044887850.0,2012-07-12,41795514.0
000850,华茂股份,0.5,943665009.0,2012-07-16,47183250.45
600097,开创国际,0.8,202597901.0,2012-07-12,16207832.08
000571,新大洲A,0.6,736064000.0,2012-07-16,44163840.0
600305,恒顺醋业,0.36,127150000.0,2012-07-16,4577400.0
000988,华工科技,1.5,445558316.0,2012-07-13,66833747.4
600789,鲁抗医药,0.2,581575475.0,2012-07-16,11631509.5
002267,陕天然气,2.4,508418675.0,2012-07-16,122020482.0
002007,华兰生物,1.2,576204800.0,2012-07-13,69144576.0
600315,上海家化,4.0,448361004.0,2012-07-16,179344401.60000002
600871,石化油服,0.3,4000000000.0,2012-07-13,120000000.0
601001,晋控煤业,1.9,1673700000.0,2012-07-16,318003000.0
000783,长江证券,1.0,2371233839.0,2012-07-17,237123383.9
600012,皖通高速,2.1,1658610000.0,2012-07-16,348308100.00000006
601992,金隅集团,0.72,4283737060.0,2012-07-16,308429068.32
600523,贵航股份,1.33,288793800.0,2012-07-16,38409575.4
002316,亚联发展,0.5,218400000.0,2012-07-18,10920000.0
600770,综艺股份,0.5,736400000.0,2012-07-16,36820000.0
600483,福能股份,1.0,288483712.0,2012-07-16,28848371.200000003
601318,中国平安,2.5,7916142092.0,2012-07-16,1979035523.0
601718,ST际华,0.25,3857000000.0,2012-07-16,96425000.0
600582,天地科技,1.5,1011600000.0,2012-07-16,151740000.0
600395,盘江股份,8.5,1103367907.0,2012-07-16,937862720.9499999
300106,西部牧业,0.65,117000000.0,2012-07-17,7605000.0
300189,神农种业,1.0,160000000.0,2012-07-17,16000000.0
000876,新希望,1.7,1737669610.0,2012-07-18,295403833.7
000927,中国铁物,0.2,1595174020.0,2012-07-19,31903480.400000002
002366,融发核电,3.0,133500000.0,2012-07-17,40050000.0
002074,国轩高科,1.0,253368000.0,2012-07-17,25336800.0
000063,中兴通讯,2.0,3440078020.0,2012-07-18,688015604.0
601111,中国国航,1.18,12891954673.0,2012-07-17,1521250651.414
002212,天融信,0.5,510260000.0,2012-07-18,25513000.0
000488,ST晨鸣,1.5,2062045941.0,2012-07-19,309306891.15
603001,奥康国际,2.3,400980000.0,2012-07-17,92225400.0
002031,巨轮智能,0.4,412615660.0,2012-07-17,16504626.4
002283,天润工业,0.3,559411764.0,2012-07-18,16782352.919999998
600495,晋西车轴,0.35,302238000.0,2012-07-17,10578329.999999998
002254,泰和新材,2.5,391560000.0,2012-07-18,97890000.0
600153,建发股份,1.0,2237750741.0,2012-07-17,223775074.10000002
000566,海南海药,1.0,247594974.0,2012-07-19,24759497.400000002
600586,金晶科技,0.25,1422707400.0,2012-07-17,35567685.0
600428,中远海特,0.2,1690446393.0,2012-07-18,33808927.86
600822,上海物贸,1.0,495972914.0,2012-07-18,49597291.400000006
001872,招商港口,4.0,644763730.0,2012-07-20,257905492.0
000668,荣丰控股,0.1,146841890.0,2012-07-17,1468418.9000000001
002184,海得控制,0.5,220000000.0,2012-07-19,11000000.0
000581,威孚高科,3.0,680133995.0,2012-07-18,204040198.5
002065,东华软件,2.0,530744000.0,2012-07-18,106148800.0
000429,粤高速A,0.5,1257117748.0,2012-07-18,62855887.400000006
600161,天坛生物,1.0,515466868.0,2012-07-19,51546686.800000004
000656,金科股份,1.0,1158540051.0,2012-07-19,115854005.10000001
601006,大秦铁路,3.9,14866791491.0,2012-07-19,5798048681.49
600785,新华百货,3.0,207431280.0,2012-07-19,62229384.0
601607,上海医药,1.6,2688910538.0,2012-07-20,430225686.08
601998,中信银行,1.45,46787327034.0,2012-07-19,6784162419.929999
603123,翠微股份,0.86,308000000.0,2012-07-19,26487999.999999996
300137,先河环保,0.5,156000000.0,2012-07-20,7800000.0
601918,新集能源,2.0,1850387000.0,2012-07-19,370077400.0
600779,水井坊,2.3,488545698.0,2012-07-19,112365510.53999999
002038,双鹭药业,2.0,380700000.0,2012-07-20,76140000.0
300083,创世纪,0.5,200000000.0,2012-07-20,10000000.0
300158,振东制药,3.0,144000000.0,2012-07-23,43200000.0
600737,中粮糖业,0.3,1005604226.0,2012-07-23,30168126.779999997
600576,祥源文旅,0.15,218093090.0,2012-07-19,3271396.35
002401,中远海科,1.0,106400000.0,2012-07-20,10640000.0
002346,柘中股份,1.5,135000000.0,2012-07-20,20250000.0
600833,第一医药,0.5,223086347.0,2012-07-20,11154317.350000001
000060,中金岭南,0.72,2062940880.0,2012-07-20,148531743.35999998
600676,交运股份,1.0,862373924.0,2012-07-20,86237392.4
601727,上海电气,0.764,12823626660.0,2012-07-20,979725076.824
300293,蓝英装备,2.0,60000000.0,2012-07-20,12000000.0
002490,山东墨龙,1.0,398924200.0,2012-07-20,39892420.0
600649,城投控股,0.5,2298095014.0,2012-07-23,114904750.7
600062,华润双鹤,3.84,571695948.0,2012-07-20,219531244.032
600399,抚顺特钢,0.2,520000000.0,2012-07-20,10400000.0
300245,ST天玑,2.0,67000000.0,2012-07-24,13400000.0
600409,三友化工,1.2,1233590325.0,2012-07-23,148030839.0
002601,龙佰集团,7.0,94000000.0,2012-07-23,65799999.99999999
600210,紫江企业,2.0,1436736158.0,2012-07-23,287347231.6
600688,上海石化,0.5,7200000000.0,2012-07-23,360000000.0
000636,风华高科,0.8,670966312.0,2012-07-24,53677304.96
600635,大众公用,0.7,1644869783.0,2012-07-23,115140884.80999999
600138,中青旅,2.0,415350000.0,2012-07-23,83070000.0
600363,联创光电,0.25,370806750.0,2012-07-23,9270168.75
601238,广汽集团,2.0,6435020097.0,2012-07-25,1287004019.4
600895,张江高科,2.0,1548689550.0,2012-07-25,309737910.0
600128,苏豪弘业,1.0,246767500.0,2012-07-25,24676750.0
600004,白云机场,3.5,1150000000.0,2012-07-25,402500000.0
600600,青岛啤酒,2.6,1350982795.0,2012-07-26,351255526.7
601800,中国交建,1.794,16174735425.0,2012-07-27,2901747535.245
601991,大唐发电,1.1,13310037578.0,2012-07-27,1464104133.5800002
600826,兰生股份,0.3,420642288.0,2012-07-31,12619268.639999999
601186,中国铁建,1.0,12337541500.0,2012-07-30,1233754150.0
600054,黄山旅游,1.4,471350000.0,2012-07-27,65988999.99999999
000868,安凯客车,1.0,352010000.0,2012-07-27,35201000.0
601390,中国中铁,0.48,21299900000.0,2012-07-30,1022395200.0
300062,中能电气,1.2924,154900000.0,2012-07-30,20019276.0
600350,山东高速,1.55,4811165857.0,2012-07-30,745730707.835
000733,振华科技,0.4,358120000.0,2012-08-01,14324800.0
601388,怡球资源,1.5,410000000.0,2012-07-31,61500000.0
002666,德联集团,0.35,160000000.0,2012-07-31,5599999.999999999
000066,中国长城,0.23,1323593886.0,2012-08-01,30442659.378
000157,中联重科,2.5,7705954050.0,2012-08-03,1926488512.5
600999,招商证券,1.5,4661099829.0,2012-08-02,699164974.35
600030,中信证券,4.3,11016908400.0,2012-08-02,4737270612.0
000547,航天发展,0.12,618428326.0,2012-08-03,7421139.9120000005
600612,老凤祥,1.0,435931470.0,2012-08-06,43593147.0
600881,亚泰集团,1.0,1894732058.0,2012-08-06,189473205.8
000419,通程控股,2.0,452985546.0,2012-08-08,90597109.2
600621,华鑫股份,1.0,524082351.0,2012-08-06,52408235.1
000999,华润三九,2.4,978900000.0,2012-08-08,234936000.0
600639,浦东金桥,0.8,928825040.0,2012-08-09,74306003.2
600622,光大嘉宝,1.5,514303802.0,2012-08-08,77145570.3
600031,三一重工,3.0,7593706137.0,2012-08-08,2278111841.1
600601,方正科技,0.1,2194891204.0,2012-08-08,21948912.04
600838,上海九百,1.0,400881981.0,2012-08-13,40088198.1
600648,外高桥,1.0,1010780943.0,2012-08-09,101078094.30000001
600038,中直股份,1.0,337350000.0,2012-08-13,33735000.0
600859,王府井,3.0,462768088.0,2012-08-09,138830426.4
000423,东阿阿胶,3.0,654021537.0,2012-08-10,196206461.1
000756,新华制药,0.3,457312830.0,2012-08-14,13719384.9
600009,上海机场,6.0,1926958448.0,2012-08-13,1156175068.8
000752,*ST西发,0.2,263758491.0,2012-08-14,5275169.82
601880,辽港股份,0.6,4426000000.0,2012-08-13,265560000.0
600396,华电辽能,0.3,340600000.0,2012-08-13,10218000.0
600266,城建发展,2.0,889200000.0,2012-08-13,177840000.0
000797,中国武夷,0.6,389452440.0,2012-08-15,23367146.4
600985,淮北矿业,1.0,129600000.0,2012-08-14,12960000.0
600967,内蒙一机,2.0,173230000.0,2012-08-15,34646000.0
600288,大恒科技,0.8,436800000.0,2012-08-15,34944000.0
002202,金风科技,0.5,2694588000.0,2012-08-16,134729400.0
000839,国安股份,1.0,1567930541.0,2012-08-16,156793054.1
600791,京能置业,0.3,452880000.0,2012-08-16,13586400.0
000793,*ST华闻,0.2,1360132576.0,2012-08-17,27202651.52
000338,潍柴动力,1.0,1666091366.0,2012-08-17,166609136.60000002
600864,哈投股份,2.5,546378196.0,2012-08-17,136594549.0
600729,重百集团,4.5,373093418.0,2012-08-17,167892038.1
000707,双环科技,1.0,464145765.0,2012-08-21,46414576.5
000521,长虹美菱,0.5,636449338.0,2012-08-21,31822466.900000002
002354,天娱数科,1.0,93500000.0,2012-08-20,9350000.0
000782,恒申新材,0.4,404513250.0,2012-08-23,16180530.0
002681,奋达科技,1.5,150000000.0,2012-08-22,22500000.0
600489,中金黄金,0.5,1962152531.0,2012-08-21,98107626.55000001
600863,华能蒙电,1.2,2581220000.0,2012-08-22,309746400.0
000833,粤桂股份,1.0,296067880.0,2012-08-23,29606788.0
000993,闽东电力,0.27,373000000.0,2012-08-22,10071000.000000002
600446,金证股份,1.0,261136000.0,2012-08-23,26113600.0
000534,万泽股份,0.5,485692096.0,2012-08-24,24284604.8
000601,韶能股份,0.2,925551669.0,2012-08-24,18511033.38
600197,伊力特,2.0,441000000.0,2012-08-24,88200000.0
601188,龙江交通,0.1,1213200000.0,2012-08-23,12132000.0
002565,顺灏股份,1.3,213600000.0,2012-08-28,27768000.0
300128,锦富技术,1.956372,204460000.0,2012-08-27,39999981.912
600965,*ST福成,0.3,279403237.0,2012-09-13,8382097.109999999
300315,掌趣科技,1.0,163660000.0,2012-10-22,16366000.0
002319,乐通股份,1.0,100000000.0,2013-03-04,10000000.0
600732,爱旭股份,1.0,247990600.0,2013-03-04,24799060.0
600879,航天电子,1.0,811040784.0,2013-03-08,81104078.4
002571,德力股份,0.6,170200000.0,2013-03-11,10212000.0
002653,海思科,7.5,400100000.0,2013-03-11,300075000.0
300011,鼎汉技术,0.2,154128000.0,2013-03-12,3082560.0
002317,众生药业,5.0,180000000.0,2013-03-11,90000000.0
600507,方大特钢,10.0,1300530485.0,2013-03-11,1300530485.0
300054,鼎龙股份,2.8,136200000.0,2013-03-12,38135999.99999999
600488,津药药业,0.2,542889973.0,2013-03-13,10857799.46
600794,保税科技,2.1,237175945.0,2013-03-14,49806948.45
600516,方大炭素,3.0,1279077898.0,2013-03-19,383723369.4
300044,*ST赛为,1.0,100000000.0,2013-03-19,10000000.0
000690,宝新能源,1.5,1726612500.0,2013-03-19,258991875.0
002549,凯美特气,1.2,180000000.0,2013-03-20,21600000.0
300343,联创股份,4.0,40000000.0,2013-03-19,16000000.0
002492,恒基达鑫,1.5,120000000.0,2013-03-22,18000000.0
002355,兴民智通,0.3,257600000.0,2013-03-22,7728000.0
002092,中泰化学,2.0,1154340000.0,2013-03-21,230868000.0
300294,博雅生物,5.0,75800000.0,2013-03-20,37900000.0
002305,*ST南置,0.998311,961623520.0,2013-03-27,95999933.787472
002479,富春环保,3.0,434000000.0,2013-03-28,130200000.0
300303,聚飞光电,1.5,136000000.0,2013-03-28,20400000.0
002276,万马股份,0.5,928937488.0,2013-03-29,46446874.400000006
002424,ST百灵,4.0,470400000.0,2013-03-29,188160000.0
002546,新联电子,4.0,168000000.0,2013-04-01,67200000.0
002530,金财互联,0.6,268000000.0,2013-04-02,16080000.0
300039,上海凯宝,5.0,263040000.0,2013-04-02,131520000.0
002269,美邦服饰,7.5,1005000000.0,2013-04-01,753750000.0
002425,凯撒文化,0.6,214000000.0,2013-04-02,12840000.0
002469,三维化学,1.0,168922342.0,2013-04-03,16892234.2
300298,三诺生物,7.5,88000000.0,2013-04-03,66000000.0
601700,风范股份,5.0,219600000.0,2013-04-02,109800000.0
002117,东港股份,2.0,252748344.0,2013-04-03,50549668.800000004
002347,泰尔股份,0.5,104000000.0,2013-04-02,5200000.0
300146,汤臣倍健,6.0,218720000.0,2013-04-02,131232000.0
600118,中国卫星,1.0,916598774.0,2013-04-03,91659877.4
002577,雷柏科技,3.4,217600000.0,2013-04-08,73984000.0
600880,博瑞传播,2.3,627980077.0,2013-04-03,144435417.70999998
601360,三六零,3.0,231300000.0,2013-04-08,69390000.0
600230,沧州大化,1.2,259331620.0,2013-04-09,31119794.4
002485,ST雪发,2.0,320000000.0,2013-04-10,64000000.0
002243,力合科创,0.3,258068956.0,2013-04-08,7742068.68
002494,华斯股份,2.0,113500000.0,2013-04-09,22700000.0
002315,焦点科技,8.0,117500000.0,2013-04-10,94000000.0
002216,三全食品,2.0,201054383.0,2013-04-11,40210876.6
300144,宋城演艺,1.5,554400000.0,2013-04-11,83160000.0
002697,红旗连锁,2.17,200000000.0,2013-04-10,43400000.0
002486,嘉麟杰,0.7,208000000.0,2013-04-11,14559999.999999998
000100,TCL科技,0.38,8476218834.0,2013-04-12,322096315.692
300127,银河磁体,4.5,161573180.0,2013-04-12,72707931.0
300251,光线传媒,4.0,241120000.0,2013-04-12,96448000.0
601377,兴业证券,1.2,2200000000.0,2013-04-11,264000000.0
300046,台基股份,4.0,142080000.0,2013-04-11,56832000.0
002688,金河生物,5.0,108920000.0,2013-04-12,54460000.0
002605,姚记科技,6.8,93500000.0,2013-04-12,63579999.99999999
002584,西陇科学,3.0,200000000.0,2013-04-12,60000000.0
002014,永新股份,3.0,325758450.0,2013-04-12,97727535.0
002501,*ST利源,2.2,187200000.0,2013-04-15,41184000.00000001
002361,神剑股份,2.0,160000000.0,2013-04-16,32000000.0
002456,欧菲光,2.1,232540000.0,2013-04-16,48833400.00000001
300016,北陆药业,2.0,152749104.0,2013-04-16,30549820.8
600157,永泰能源,3.0,1767559530.0,2013-04-15,530267859.0
002091,江苏国泰,1.2,360000000.0,2013-04-17,43200000.0
000915,华特达因,1.0,180254989.0,2013-04-18,18025498.900000002
002487,大金重工,0.4,180000000.0,2013-04-17,7200000.0
000062,深圳华强,1.5,666949797.0,2013-04-16,100042469.55
002236,大华股份,1.6,558123280.0,2013-04-16,89299724.8
000936,华西股份,0.5,748012887.0,2013-04-18,37400644.35
002318,久立特材,1.0,312000000.0,2013-04-19,31200000.0
002221,东华能源,0.3,293173092.0,2013-04-18,8795192.76
603077,和邦生物,4.0,450000000.0,2013-04-17,180000000.0
002661,克明食品,5.0,83080000.0,2013-04-18,41540000.0
002521,齐峰新材,3.0,206150000.0,2013-04-17,61845000.0
600521,华海药业,2.0,547951485.0,2013-04-17,109590297.0
601678,滨化股份,1.5,660000000.0,2013-04-17,99000000.0
300215,电科院,3.0,180000000.0,2013-04-19,54000000.0
300141,和顺电气,1.0,110400000.0,2013-04-22,11040000.0
600499,科达制造,1.3,651666541.0,2013-04-18,84716650.33
002292,奥飞娱乐,0.5,409600000.0,2013-04-18,20480000.0
300014,亿纬锂能,1.0,198330000.0,2013-04-18,19833000.0
300275,梅安森,3.0,82138000.0,2013-04-19,24641400.0
002474,榕基软件,1.5,207400000.0,2013-04-19,31110000.0
002151,北斗星通,0.5,181504340.0,2013-04-18,9075217.0
300182,捷成股份,3.5,171024500.0,2013-04-19,59858574.99999999
000790,华神科技,0.3,349855012.0,2013-04-22,10495650.36
300099,尤洛卡,5.0,103350000.0,2013-04-22,51675000.0
300101,振芯科技,0.5,278000000.0,2013-04-19,13900000.0
002035,华帝股份,2.0,287633388.0,2013-04-19,57526677.6
600575,淮河能源,0.5,1217647994.0,2013-04-19,60882399.7
601636,旗滨集团,1.0,693763000.0,2013-04-19,69376300.0
002564,天沃科技,0.6,303856000.0,2013-04-22,18231360.0
300348,长亮科技,3.0,51700000.0,2013-04-22,15510000.0
000975,山金国际,1.4,1085569741.0,2013-04-19,151979763.73999998
000598,兴蓉环境,0.5,1493109301.0,2013-04-22,74655465.05
300149,睿智医药,0.5,201000000.0,2013-04-22,10050000.0
300048,合康新能,1.5,338144800.0,2013-04-22,50721720.0
600997,开滦股份,1.2,1234640000.0,2013-04-22,148156800.0
002687,乔治白,5.0,98570000.0,2013-04-22,49285000.0
601369,陕鼓动力,3.5,1638770233.0,2013-04-22,573569581.55
600446,金证股份,0.28,261136000.0,2013-04-22,7311808.000000001
002178,延华智能,0.5,134400000.0,2013-04-23,6720000.0
600433,冠豪高新,1.2,595140000.0,2013-04-22,71416800.0
600168,武汉控股,0.35,441150000.0,2013-04-22,15440249.999999998
002405,四维图新,0.7,576330592.0,2013-04-23,40343141.44
002207,*ST准油,0.6,99458689.0,2013-04-23,5967521.34
601233,桐昆股份,1.0,963600000.0,2013-04-23,96360000.0
300027,ST华谊,1.5,604800000.0,2013-04-24,90720000.0
600114,东睦股份,1.2,195500000.0,2013-04-23,23460000.0
002275,桂林三金,5.0,590200000.0,2013-04-24,295100000.0
002612,朗姿股份,5.5,200000000.0,2013-04-23,110000000.00000001
600580,卧龙电驱,0.55,687728756.0,2013-04-23,37825081.580000006
002463,沪电股份,2.0,1162610947.0,2013-04-24,232522189.4
002654,万润科技,1.0,88000000.0,2013-04-24,8800000.0
002404,嘉欣丝绸,2.2,260325000.0,2013-04-24,57271500.00000001
002534,西子洁能,3.0,400520000.0,2013-04-25,120156000.0
002519,银河电子,5.0,140800000.0,2013-04-24,70400000.0
000799,酒鬼酒,2.0,324928980.0,2013-04-26,64985796.0
002245,蔚蓝锂芯,0.35,364800000.0,2013-04-26,12767999.999999998
300071,福石控股,0.5,155265816.0,2013-04-26,7763290.800000001
300199,翰宇药业,1.0,200000000.0,2013-04-26,20000000.0
300025,华星创业,0.2,156000000.0,2013-04-26,3120000.0
300193,佳士科技,1.0,221500000.0,2013-04-25,22150000.0
002702,海欣食品,2.8,70700000.0,2013-04-26,19795999.999999996
600743,华远控股,0.5,1580574788.0,2013-04-25,79028739.4
300304,云意电气,3.0,100000000.0,2013-04-26,30000000.0
002168,ST惠程,0.6,757104768.0,2013-04-26,45426286.08
002022,科华生物,3.6,492277500.0,2013-04-26,177219900.0
300008,天海防务,0.8,218484000.0,2013-04-26,17478720.0
002643,万润股份,3.0,137820000.0,2013-04-26,41346000.0
002360,ST同德,1.0,120000000.0,2013-04-25,12000000.0
300012,华测检测,2.0,183982500.0,2013-05-02,36796500.0
002135,东南网架,0.15,748600000.0,2013-04-26,11229000.0
601100,恒立液压,1.53,630000000.0,2013-04-25,96390000.0
000536,华映科技,3.8,700493506.0,2013-04-26,266187532.28
002357,富临运业,2.0,195930648.0,2013-04-26,39186129.6
603366,日出东方,7.1,400000000.0,2013-04-26,284000000.0
002348,高乐股份,1.0,236800000.0,2013-05-02,23680000.0
300347,泰格医药,8.0,53400000.0,2013-05-02,42720000.0
601788,光大证券,0.92,3418000000.0,2013-04-26,314456000.0
600303,曙光股份,0.87,574505996.0,2013-04-26,49982021.651999995
300223,北京君正,3.0,104000000.0,2013-04-26,31200000.0
002580,圣阳股份,0.996936,109336000.0,2013-05-02,10900099.4496
002124,天邦食品,1.0,205500000.0,2013-05-03,20550000.0
002683,广东宏大,2.2,218960000.0,2013-05-02,48171200.00000001
000895,双汇发展,13.5,1100289224.0,2013-05-03,1485390452.4
300138,晨光生物,1.0,179570872.0,2013-05-06,17957087.2
002009,天奇股份,0.35,221010822.0,2013-05-06,7735378.77
300270,中威电子,2.0,60000000.0,2013-05-03,12000000.0
002701,奥瑞金,9.8,306670000.0,2013-05-06,300536600.0
000793,*ST华闻,0.2,1360132576.0,2013-05-07,27202651.52
000980,众泰汽车,0.6,317000000.0,2013-05-09,19020000.0
300043,星辉娱乐,1.2,158400000.0,2013-05-06,19008000.0
002540,亚太科技,2.0,208000000.0,2013-05-06,41600000.0
000777,中核科技,1.2,213009774.0,2013-05-07,25561172.88
002364,中恒电气,1.5,127124595.0,2013-05-06,19068689.25
600309,万华化学,7.0,2162334720.0,2013-05-03,1513634304.0
002648,卫星化学,3.0,400000000.0,2013-05-03,120000000.0
300047,天源迪科,2.0,156900000.0,2013-05-07,31380000.0
300026,红日药业,1.0,249314879.0,2013-05-07,24931487.900000002
002198,ST嘉应,0.3,205000000.0,2013-05-08,6150000.0
300133,华策影视,0.8,386009060.0,2013-05-07,30880724.8
601877,正泰电器,6.0,1005000000.0,2013-05-06,603000000.0
002588,史丹利,2.0,169000000.0,2013-05-08,33800000.0
300020,ST银江,0.5,240000000.0,2013-05-06,12000000.0
000889,中嘉博创,0.25,445521564.0,2013-05-06,11138039.100000001
002137,实益达,0.2,312156000.0,2013-05-06,6243120.0
300103,达刚控股,0.5,211734000.0,2013-05-08,10586700.0
002510,天汽模,1.5,205760000.0,2013-05-08,30864000.0
002138,顺络电子,2.0,314332311.0,2013-05-06,62866462.2
002426,胜利精密,1.0,400410000.0,2013-05-09,40041000.0
002497,雅化集团,2.0,480000000.0,2013-05-08,96000000.0
300086,康芝药业,2.0,200000000.0,2013-05-07,40000000.0
300286,安科瑞,2.5,69340000.0,2013-05-07,17335000.0
002003,伟星股份,5.0,258988006.0,2013-05-08,129494003.0
601208,东材科技,2.0,615760000.0,2013-05-07,123152000.0
002628,成都路桥,1.52,334000000.0,2013-05-08,50768000.0
002626,金达威,3.0,180000000.0,2013-05-09,54000000.0
300124,汇川技术,6.0,388800000.0,2013-05-09,233280000.0
002187,广百股份,2.0,342422568.0,2013-05-08,68484513.60000001
002290,禾盛新材,1.0,210672000.0,2013-05-08,21067200.0
002575,群兴玩具,0.5,133800000.0,2013-05-07,6690000.0
002277,友阿股份,1.0,558720000.0,2013-05-08,55872000.0
002522,浙江众成,8.0,170672000.0,2013-05-08,136537600.0
600227,赤天化,0.2,950392526.0,2013-05-07,19007850.52
300068,ST南都,1.0,299600000.0,2013-05-08,29960000.0
002465,海格通信,3.0,332506510.0,2013-05-08,99751953.0
002331,皖通科技,1.0,133910388.0,2013-05-09,13391038.8
600588,用友网络,2.0,959246238.0,2013-05-07,191849247.60000002
300205,*ST天喻,1.0,143352000.0,2013-05-10,14335200.0
300352,ST信源,2.0,66700000.0,2013-05-09,13340000.0
601010,ST文峰,5.0,492800000.0,2013-05-08,246400000.0
300184,力源信息,3.0,100050000.0,2013-05-09,30015000.0
600828,茂业商业,0.3,570439657.0,2013-05-08,17113189.71
300041,回天新材,2.5,105596825.0,2013-05-10,26399206.25
300319,麦捷科技,2.0,53340000.0,2013-05-09,10668000.0
002409,雅克科技,1.5,166320000.0,2013-05-09,24948000.0
002371,北方华创,1.0,176100000.0,2013-05-10,17610000.0
002258,利尔化学,1.3,202444033.0,2013-05-10,26317724.29
002598,ST章鼓,2.0,312000000.0,2013-05-10,62400000.0
300119,瑞普生物,2.485025,193946480.0,2013-05-09,48196185.1462
000721,西安饮食,0.13,199527960.0,2013-05-09,2593863.4800000004
002472,双环传动,0.6,277992000.0,2013-05-13,16679520.0
002001,新和成,5.0,725946000.0,2013-05-09,362973000.0
002285,世联行,3.0,326400000.0,2013-05-10,97920000.0
002615,哈尔斯,1.5,91200000.0,2013-05-10,13680000.0
002294,信立泰,7.0,435840000.0,2013-05-09,305088000.0
002629,仁智股份,2.0,114430000.0,2013-05-10,22886000.0
002428,云南锗业,1.0,326560000.0,2013-05-13,32656000.0
300174,元力股份,1.0,136000000.0,2013-05-10,13600000.0
002637,赞宇科技,1.0,160000000.0,2013-05-10,16000000.0
002016,世荣兆业,1.5,461496880.0,2013-05-10,69224532.0
300057,万顺新材,0.5,422000000.0,2013-05-10,21100000.0
