code,name,div_per_10,total_shares,ex_date,amount
603136,天目湖,4.0,80000000.0,2018-05-31,32000000.0
300494,盛天网络,0.98,240000000.0,2018-06-04,23520000.0
000100,TCL科技,1.0,13549648507.0,2018-05-31,1354964850.7
603298,杭叉集团,3.0,618854180.0,2018-06-01,185656254.0
300405,科隆股份,0.25,117230380.0,2018-06-01,2930759.5
002663,普邦股份,0.09,1795890452.0,2018-06-04,16163014.067999998
603860,中公高科,1.407,66680000.0,2018-06-01,9381876.0
600971,恒源煤电,3.6,1000004070.0,2018-05-31,360001465.2
002050,三花智控,1.5,2120316835.0,2018-06-01,318047525.25
002153,石基信息,1.0,1066788753.0,2018-06-04,106678875.30000001
601933,永辉超市,1.5,9570462108.0,2018-05-31,1435569316.2
300572,安车检测,2.5,67254000.0,2018-06-01,16813500.0
002609,捷顺科技,1.2,666548401.0,2018-05-31,79985808.11999999
300560,中富通,0.8,105180000.0,2018-06-01,8414400.0
600449,宁夏建材,2.2,478181042.0,2018-05-31,105199829.24000001
920368,连城数控,3.0,80330000.0,2018-06-01,24099000.0
002124,天邦食品,1.0,773085399.0,2018-06-01,77308539.9
002559,亚威股份,1.75,373003481.0,2018-06-04,65275609.175
002903,宇环数控,3.0,100000000.0,2018-05-31,30000000.0
920792,东和新材,1.0,133530000.0,2018-06-01,13353000.0
300528,幸福蓝海,1.0,372608054.0,2018-06-01,37260805.4
600075,新疆天业,0.5,972522352.0,2018-05-31,48626117.6
601566,九牧王,10.0,574637150.0,2018-06-01,574637150.0
600463,空港股份,0.16,300000000.0,2018-06-01,4800000.0
002697,红旗连锁,0.21,1360000000.0,2018-06-01,28559999.999999996
603758,秦安股份,1.3,438797049.0,2018-06-01,57043616.370000005
300230,永利股份,1.2,453447801.0,2018-06-01,54413736.12
300720,海川智能,2.0,72000000.0,2018-06-01,14400000.0
000055,方大集团,1.5,1183642254.0,2018-06-04,177546338.1
002426,胜利精密,0.3,3441517719.0,2018-06-01,103245531.57
002322,理工能科,3.0,398034348.0,2018-06-01,119410304.39999999
300636,同和药业,1.1,81298000.0,2018-06-01,8942780.000000002
603387,基蛋生物,4.5,132889175.0,2018-06-01,59800128.75
600179,安通控股,1.0,1062128511.0,2018-05-31,106212851.10000001
000545,金浦钛业,0.5,986833096.0,2018-05-31,49341654.800000004
603063,禾望电气,1.4,420000000.0,2018-06-04,58799999.99999999
000829,天音控股,0.22,1060924549.0,2018-06-01,23340340.077999998
002735,王子新材,0.92,84223900.0,2018-05-31,7748598.8
603318,水发燃气,0.15,403302277.0,2018-06-01,6049534.154999999
920675,秉扬科技,0.5,106800000.0,2018-06-04,5340000.0
603908,牧高笛,5.0,66690000.0,2018-06-01,33345000.0
603567,珍宝岛,1.85,849160000.0,2018-06-01,157094600.0
300124,汇川技术,3.0,1664164710.0,2018-06-01,499249413.0
603320,迪贝电气,1.56,100000000.0,2018-05-31,15600000.0
603960,克来机电,1.43,104000000.0,2018-05-31,14871999.999999998
002590,万安科技,0.3,479646926.0,2018-06-01,14389407.78
603186,华正新材,1.5,130670000.0,2018-05-31,19600500.0
600566,济川药业,10.0,809734489.0,2018-06-01,809734489.0
300053,航宇微,0.177504,702158212.0,2018-05-31,12463589.1262848
603901,永创智能,0.5,400000000.0,2018-06-01,20000000.0
600221,海航控股,0.18,16806120330.0,2018-05-31,302510165.94
002614,奥佳华,1.0,560704000.0,2018-06-04,56070400.0
000975,山金国际,2.0,1416695034.0,2018-06-01,283339006.8
600459,贵研铂业,1.4,260977742.0,2018-06-01,36536883.879999995
603787,新日股份,1.2,204000000.0,2018-06-01,24480000.0
002088,鲁阳节能,5.0,350968033.0,2018-06-01,175484016.5
300706,阿石创,0.55,78400000.0,2018-06-04,4312000.000000001
002067,景兴纸业,0.5,1128451000.0,2018-06-01,56422550.0
300177,中海达,0.15,446898611.0,2018-06-01,6703479.165
600976,健民集团,2.0,153398600.0,2018-06-01,30679720.0
002414,高德红外,0.15,624256031.0,2018-06-01,9363840.465
002632,道明光学,0.5,626420744.0,2018-06-04,31321037.200000003
300687,赛意信息,2.0,80000000.0,2018-06-01,16000000.0
002318,久立特材,1.499991,841510569.0,2018-06-01,126225827.9904879
002809,红墙股份,2.0,125039500.0,2018-06-04,25007900.0
601058,赛轮轮胎,0.5,2701460723.0,2018-06-01,135073036.15
000750,国海证券,0.6,4215541972.0,2018-06-01,252932518.32
603333,福华尚纬,0.1,520005000.0,2018-06-01,5200050.0
300151,昌红科技,0.3,502500000.0,2018-06-01,15075000.0
002136,安纳达,1.0,215020000.0,2018-06-01,21502000.0
600192,长城电工,0.06,441748000.0,2018-06-01,2650488.0
300565,科信技术,1.5,160000000.0,2018-06-04,24000000.0
600743,华远控股,1.0,2346100874.0,2018-06-05,234610087.4
600883,博闻科技,0.4,236088000.0,2018-06-01,9443520.0
920651,天罡股份,5.0,50350000.0,2018-06-04,25175000.0
603040,新坐标,5.3,61079300.0,2018-06-01,32372029.0
601375,中原证券,0.35,3869070700.0,2018-06-01,135417474.5
603110,东方材料,1.9,102666700.0,2018-06-01,19506673.0
600982,宁波能源,0.4,746930000.0,2018-06-04,29877200.0
300339,润和软件,1.0,796410841.0,2018-06-05,79641084.10000001
300384,三联虹普,3.007509,167452961.0,2018-06-04,50361628.72841491
920957,汉维科技,0.6,91729200.0,2018-06-06,5503752.0
603331,百达精工,2.0,127253300.0,2018-06-01,25450660.0
002879,长缆科技,1.5,137934029.0,2018-06-04,20690104.349999998
300042,朗科科技,1.6,133600000.0,2018-06-05,21376000.0
603355,莱克电气,1.9,401000000.0,2018-06-01,76190000.0
601388,怡球资源,0.3,2025400000.0,2018-06-01,60762000.0
603080,新疆火炬,1.9,141500000.0,2018-06-01,26885000.0
603611,诺力股份,5.0,191402539.0,2018-06-01,95701269.5
300626,华瑞股份,1.0,100000000.0,2018-06-05,10000000.0
603323,苏农银行,1.5,1448084326.0,2018-06-01,217212648.9
600708,光明地产,2.0,1714335956.0,2018-06-06,342867191.20000005
300390,天华新能,0.3,344547500.0,2018-06-06,10336425.0
300502,新易盛,1.2,237742500.0,2018-06-06,28529100.0
002582,好想你,0.7,515684160.0,2018-06-04,36097891.199999996
600160,巨化股份,1.0,2111666233.0,2018-06-06,211166623.3
300663,科蓝软件,0.496294,134948619.0,2018-06-05,6697418.9917986
603123,翠微股份,1.2,524144222.0,2018-06-05,62897306.64
603183,建研院,2.25,88000000.0,2018-06-05,19800000.0
920870,恒进感应,1.8,44308800.0,2018-06-06,7975584.0
600535,天士力,4.0,1080475878.0,2018-06-05,432190351.20000005
600028,中国石化,4.0,121071209646.0,2018-06-05,48428483858.4
300306,远方信息,2.0,287473405.0,2018-06-06,57494681.0
603979,金诚信,0.75,585000000.0,2018-06-06,43875000.0
603916,苏博特,2.0,304000000.0,2018-06-06,60800000.0
300366,ST创意,0.6,525576150.0,2018-06-06,31534569.0
002267,陕天然气,3.0,1112075445.0,2018-06-04,333622633.5
600604,市北高新,0.12,1873304804.0,2018-06-04,22479657.648000002
002806,华锋股份,0.8,137105100.0,2018-06-04,10968408.0
920475,三友科技,2.0,28600000.0,2018-06-06,5720000.0
300453,三鑫医疗,1.0,158720000.0,2018-06-04,15872000.0
600133,东湖高新,1.7,725779521.0,2018-06-05,123382518.57
600486,扬农化工,5.6,309898907.0,2018-06-05,173543387.92
002249,大洋电机,1.1,2370430924.0,2018-06-05,260747401.64000005
603028,赛福天,0.33,220800000.0,2018-06-06,7286400.0
002643,万润股份,1.53,909133215.0,2018-06-05,139097381.895
600641,先导基电,6.33,806158748.0,2018-06-05,510298487.484
300281,金明精机,0.21,279282387.0,2018-06-05,5864930.126999999
300535,达威股份,1.909297,62578000.0,2018-06-05,11947998.7666
603238,诺邦股份,1.0,120000000.0,2018-06-06,12000000.0
300609,汇纳科技,2.5,100902000.0,2018-06-06,25225500.0
920896,旺成科技,3.36,75914240.0,2018-06-07,25507184.639999997
603266,天龙股份,2.5,100000000.0,2018-06-04,25000000.0
600729,重百集团,6.0,406528465.0,2018-06-04,243917079.0
002214,*ST大立,0.25,458666666.0,2018-06-05,11466666.65
300508,维宏股份,2.4,56820000.0,2018-06-06,13636800.0
002913,奥士康,3.1,144052000.0,2018-06-04,44656120.0
002034,旺能环境,2.5,245038262.0,2018-06-04,61259565.5
002436,兴森科技,0.3,1487907504.0,2018-06-05,44637225.12
600080,ST金花,0.3,373270285.0,2018-06-04,11198108.549999999
300701,森霸传感,3.75,80000000.0,2018-06-05,30000000.0
603608,天创时尚,2.5,431654167.0,2018-06-04,107913541.75
601021,春秋航空,1.87,916897713.0,2018-06-04,171459872.331
603383,顶点软件,5.0,85867000.0,2018-06-05,42933500.0
600908,无锡银行,1.5,1848114814.0,2018-06-05,277217222.09999996
002881,美格智能,1.0,106670000.0,2018-06-05,10667000.0
002522,浙江众成,0.6,905779387.0,2018-06-05,54346763.22
603703,盛洋科技,0.32,229700000.0,2018-06-05,7350400.0
920807,奔朗新材,0.5,129634000.0,2018-06-06,6481700.0
300689,澄天伟业,2.5,68000000.0,2018-06-07,17000000.0
600285,羚锐制药,1.5,592320838.0,2018-06-07,88848125.7
920274,宏裕包材,5.0,30000000.0,2018-06-08,15000000.0
300331,苏大维格,0.8,226048841.0,2018-06-06,18083907.28
600128,苏豪弘业,0.5,246767500.0,2018-06-06,12338375.0
000016,*ST康佳A,1.62,2407945408.0,2018-06-06,390087156.096
002221,东华能源,0.47,1649782824.0,2018-06-06,77539792.728
300718,长盛轴承,3.7,100000000.0,2018-06-07,37000000.0
603777,来伊份,4.0,243719300.0,2018-06-06,97487720.0
002081,金螳螂,1.5,2643308689.0,2018-06-06,396496303.34999996
600774,汉商集团,0.3,174575386.0,2018-06-05,5237261.58
920634,新威凌,0.5,35500000.0,2018-06-08,1775000.0
603015,弘讯科技,1.8,407200000.0,2018-06-05,73296000.0
002215,诺普信,1.5,914076384.0,2018-06-06,137111457.6
603958,哈森股份,2.6,219906650.0,2018-06-06,57175729.0
603429,*ST集友,2.0,136000000.0,2018-06-05,27200000.0
603001,奥康国际,5.0,400980000.0,2018-06-06,200490000.0
920145,恒合股份,1.0,51000000.0,2018-06-08,5100000.0
600222,太龙药业,0.1,573886283.0,2018-06-06,5738862.83
300533,冰川网络,4.0,100000000.0,2018-06-06,40000000.0
300625,三雄极光,12.5,280000000.0,2018-06-06,350000000.0
300692,中赋科技,0.5,106670000.0,2018-06-07,5333500.0
002295,精艺股份,1.5,251432000.0,2018-06-07,37714800.0
300274,阳光电源,0.797807,1452258600.0,2018-06-07,115862207.68902001
002302,西部建设,0.7,1262354304.0,2018-06-06,88364801.27999999
600583,海油工程,0.5,4421354800.0,2018-06-05,221067740.0
300645,正元智慧,2.0,66666667.0,2018-06-06,13333333.4
002158,汉钟精机,2.2,530381122.0,2018-06-05,116683846.84000002
000978,桂林旅游,0.7,360100000.0,2018-06-07,25206999.999999996
920627,力王股份,1.5,68000000.0,2018-06-06,10200000.0
300554,三超新材,2.0,52000000.0,2018-06-07,10400000.0
300615,欣天科技,1.0,80000000.0,2018-06-06,8000000.0
603778,国晟科技,0.19,500000000.0,2018-06-05,9500000.0
002922,伊戈尔,2.0,131992875.0,2018-06-07,26398575.0
600559,老白干酒,2.0,475723137.0,2018-06-05,95144627.4
603089,正裕工业,3.0,106670000.0,2018-06-06,32001000.0
002897,意华股份,5.0,106670000.0,2018-06-06,53335000.0
600370,*ST三房,0.2,797244230.0,2018-06-07,15944884.6
603888,新华网,2.0,519029360.0,2018-06-06,103805872.0
600598,北大荒,2.7,1777679909.0,2018-06-07,479973575.43
001914,招商积余,1.0,666961416.0,2018-06-06,66696141.6
920006,晟楠科技,0.3,67287200.0,2018-06-06,2018616.0
603566,普莱柯,2.0,323740000.0,2018-06-05,64748000.0
600597,光明乳业,1.6,1224487509.0,2018-06-06,195918001.44
300174,元力股份,0.5,244800000.0,2018-06-07,12240000.0
603585,苏利股份,5.0,150000000.0,2018-06-07,75000000.0
002320,海峡股份,2.0,508018960.0,2018-06-06,101603792.0
000990,诚志股份,1.5,1253011919.0,2018-06-07,187951787.85
600327,大东方,1.5,567166357.0,2018-06-07,85074953.55
300183,东软载波,3.5,470309857.0,2018-06-08,164608449.95
600018,上港集团,1.72,23173674650.0,2018-06-08,3985872039.7999997
000652,泰达股份,0.35,1475573852.0,2018-06-07,51645084.81999999
002625,光启技术,0.11,1267404625.0,2018-06-06,13941450.875
002498,汉缆股份,0.36,3326796000.0,2018-06-07,119764655.99999999
920425,乐创技术,1.0,26000000.0,2018-06-07,2600000.0
300492,华图山鼎,1.8,83200000.0,2018-06-07,14976000.0
000429,粤高速A,5.06,2090806126.0,2018-06-07,1057947899.756
600177,雅戈尔,4.0,3581447353.0,2018-06-07,1432578941.2
300652,雷迪克,1.0,88000000.0,2018-06-06,8800000.0
300228,富瑞特装,0.149732,474686592.0,2018-06-07,7107577.279334401
300456,赛微电子,0.5,188508644.0,2018-06-07,9425432.200000001
600719,大连热电,0.03,404599600.0,2018-06-07,1213798.8
601318,中国平安,10.0,18280241410.0,2018-06-07,18280241410.0
002243,力合科创,0.5,364948956.0,2018-06-07,18247447.8
603239,浙江仙通,5.0,270720000.0,2018-06-08,135360000.0
601500,通用股份,0.8,726919085.0,2018-06-07,58153526.800000004
002899,英派斯,0.72,120000000.0,2018-06-08,8640000.0
002131,利欧股份,0.11,5587863872.0,2018-06-06,61466502.59199999
600710,苏美达,0.42,1306749434.0,2018-06-06,54883476.22799999
603602,纵横通信,1.5,80000000.0,2018-06-06,12000000.0
603335,迪生力,0.5,253340000.0,2018-06-06,12667000.0
601008,连云港,0.05,1015215101.0,2018-06-07,5076075.505
300014,亿纬锂能,1.001036,855479567.0,2018-06-08,85636584.3831412
000636,风华高科,0.7,895233111.0,2018-06-08,62666317.769999996
002006,精工科技,0.2,455160000.0,2018-06-07,9103200.0
300659,中孚信息,2.5,82775000.0,2018-06-07,20693750.0
000537,绿发电力,1.3,1862520720.0,2018-06-07,242127693.6
920033,康普化学,1.0,38150000.0,2018-06-08,3815000.0
603630,拉芳家化,1.18,174400000.0,2018-06-07,20579200.0
600293,三峡新材,1.04,1162132046.0,2018-06-07,120861732.78400001
300657,弘信电子,3.4,104000000.0,2018-06-08,35360000.0
603011,合锻智能,0.5,446198794.0,2018-06-06,22309939.700000003
300054,鼎龙股份,0.1,961016002.0,2018-06-06,9610160.02
002284,亚太股份,1.0,737556000.0,2018-06-06,73755600.0
300461,田中精机,0.65,70543800.0,2018-06-08,4585347.0
300081,ST恒信,0.5,530727876.0,2018-06-07,26536393.8
603779,威龙股份,0.9,229646720.0,2018-06-06,20668204.8
002787,华源控股,2.0,288120000.0,2018-06-06,57624000.0
300637,扬帆新材,2.0,123278000.0,2018-06-07,24655600.0
002130,沃尔核材,0.2,1262319062.0,2018-06-07,25246381.240000002
600409,三友化工,2.75,2064349448.0,2018-06-06,567696098.2
603686,福龙马,2.65,299004955.0,2018-06-06,79236313.075
000949,新乡化纤,0.1,1257656049.0,2018-06-07,12576560.49
601158,重庆水务,3.0,4800000000.0,2018-06-08,1440000000.0
002416,爱施德,2.0,1032734839.0,2018-06-06,206546967.8
300260,新莱应材,0.2,201940000.0,2018-06-08,4038800.0
002115,三维通信,0.5,553925798.0,2018-06-08,27696289.900000002
600859,王府井,3.6,776250350.0,2018-06-07,279450126.0
000591,太阳能,0.73,3007098032.0,2018-06-06,219518156.336
002042,华孚时尚,5.0,1012917037.0,2018-06-06,506458518.5
300373,扬杰科技,1.24,472262993.0,2018-06-06,58560611.132
601799,星宇股份,9.6,276155232.0,2018-06-07,265109022.72
002753,永东股份,1.61,222076803.0,2018-06-05,35754365.283
002133,广宇集团,0.8,774144175.0,2018-06-08,61931534.0
300352,ST信源,0.12,1449824087.0,2018-06-08,17397889.044
603887,城地香江,2.0,103000000.0,2018-06-06,20600000.0
002713,东易日盛,11.0,262758451.0,2018-06-08,289034296.1
002057,中钢天源,1.6,256522820.0,2018-06-07,41043651.2
300730,科创信息,1.0,92945999.0,2018-06-07,9294599.9
601010,ST文峰,0.5,1848000000.0,2018-06-08,92400000.0
300538,同益股份,1.2,56194820.0,2018-06-08,6743378.399999999
601231,环旭电子,1.85,2175923580.0,2018-06-08,402545862.3
002193,ST如意,1.0,261715550.0,2018-06-11,26171555.0
002649,博彦科技,0.830873,525688800.0,2018-06-07,43678063.03224
600742,富维股份,5.0,423046800.0,2018-06-08,211523400.0
000596,古井贡酒,10.0,503600000.0,2018-06-07,503600000.0
002908,德生科技,2.0,133340000.0,2018-06-08,26668000.0
002186,全聚德,2.6,308463955.0,2018-06-08,80200628.3
002372,伟星新材,6.0,1008405762.0,2018-06-07,605043457.1999999
603519,立霸股份,4.5,158528476.0,2018-06-08,71337814.2
300640,德艺文创,2.5,80000000.0,2018-06-08,20000000.0
000785,居然智家,2.0,251221698.0,2018-06-08,50244339.6
600057,厦门象屿,1.0,1457739247.0,2018-06-07,145773924.70000002
002578,闽发铝业,0.2,988093296.0,2018-06-08,19761865.92
002774,快意电梯,0.67,334800000.0,2018-06-08,22431600.0
603031,安孚科技,1.5,80000000.0,2018-06-07,12000000.0
300303,聚飞光电,0.6,1250073737.0,2018-06-08,75004424.22
600106,重庆路桥,0.85,998516200.0,2018-06-07,84873876.99999999
603578,三星新材,2.0,88000000.0,2018-06-08,17600000.0
603108,润达医疗,0.76,579534079.0,2018-06-08,44044590.004
600690,海尔智家,3.42,6097402727.0,2018-06-07,2085311732.6339998
002054,德美化工,0.47,419230828.0,2018-06-07,19703848.916
600017,日照港,0.2,3075653888.0,2018-06-08,61513077.76
603380,易德龙,2.0,160000000.0,2018-06-08,32000000.0
002832,比音勒芬,10.0,106670000.0,2018-06-11,106670000.0
300496,中科创达,0.80051,403621238.0,2018-06-08,32310283.723138005
603667,五洲新春,2.5,202400000.0,2018-06-08,50600000.0
300641,正丹股份,1.6,288000000.0,2018-06-11,46080000.0
002345,潮宏基,1.0,905412707.0,2018-06-07,90541270.7
300666,江丰电子,0.53,218760000.0,2018-06-07,11594280.000000002
300613,富瀚微,2.35,45315900.0,2018-06-08,10649236.5
600352,浙江龙盛,2.5,3253331860.0,2018-06-08,813332965.0
600790,轻纺城,1.1,1046993520.0,2018-06-07,115169287.20000002
603638,艾迪精密,2.5,176000000.0,2018-06-08,44000000.0
002003,伟星股份,5.0,583092637.0,2018-06-08,291546318.5
002090,金智科技,1.5,237802904.0,2018-06-08,35670435.6
000973,佛塑科技,0.3,967423171.0,2018-06-07,29022695.13
600681,百川能源,4.5,1031513793.0,2018-06-08,464181206.85
002574,明牌珠宝,0.5,528000000.0,2018-06-07,26400000.0
300122,智飞生物,1.3,1600000000.0,2018-06-07,208000000.0
002588,史丹利,0.5,1156884000.0,2018-06-08,57844200.0
300065,海兰信,0.300658,362340972.0,2018-06-08,10894071.1959576
603788,宁波高发,10.0,164352999.0,2018-06-08,164352999.0
603189,*ST网达,0.6,220800000.0,2018-06-07,13248000.0
601838,成都银行,2.8,3612251334.0,2018-06-08,1011430373.5199999
300205,*ST天喻,0.3,430056000.0,2018-06-08,12901680.0
600037,歌华有线,1.8,1391777884.0,2018-06-08,250520019.12
002373,千方科技,0.4,1467612775.0,2018-06-07,58704511.0
601018,宁波港,0.75,13172847809.0,2018-06-07,987963585.675
603936,博敏电子,0.66,167350000.0,2018-06-08,11045100.0
600567,山鹰国际,1.33,4570313337.0,2018-06-08,607851673.821
002389,航天彩虹,0.2,947169085.0,2018-06-08,18943381.7
300695,兆丰股份,15.0,66677700.0,2018-06-11,100016550.0
000008,神州高铁,0.5,2818329809.0,2018-06-07,140916490.45000002
603800,洪田股份,1.0,208000000.0,2018-06-11,20800000.0
300380,安硕信息,0.2,137440000.0,2018-06-11,2748800.0
600531,豫光金铅,0.81,1090242634.0,2018-06-08,88309653.354
002849,威星智能,1.2,86666700.0,2018-06-11,10400004.0
603002,宏昌电子,0.64,614411700.0,2018-06-08,39322348.800000004
920566,梓橦宫,2.0,56758800.0,2018-06-11,11351760.0
300170,汉得信息,0.3,872994589.0,2018-06-08,26189837.669999998
603717,天域生物,2.0,172711600.0,2018-06-08,34542320.0
603168,莎普爱思,2.0,248148076.0,2018-06-08,49629615.2
300676,华大基因,3.0,400100000.0,2018-06-11,120030000.0
000958,电投产融,0.5,1102273226.0,2018-06-08,55113661.300000004
603181,皇马科技,2.25,200000000.0,2018-06-08,45000000.0
002380,科远智慧,1.5,239991649.0,2018-06-08,35998747.35
603817,海峡环保,0.23,450000000.0,2018-06-07,10350000.0
600436,片仔癀,4.3,603317210.0,2018-06-08,259426400.29999998
603871,嘉友国际,5.0,80000000.0,2018-06-08,40000000.0
002652,扬子新材,0.5,512064000.0,2018-06-07,25603200.0
000786,北新建材,3.55,1788579717.0,2018-06-07,634945799.535
002060,广东建工,0.3,1202262058.0,2018-06-08,36067861.74
002852,道道全,2.3,170000000.0,2018-06-08,39100000.0
600699,均胜电子,1.0,949289000.0,2018-06-08,94928900.0
600398,海澜之家,4.8,4492757924.0,2018-06-08,2156523803.52
000608,阳光股份,0.3,749913309.0,2018-06-11,22497399.27
603919,金徽酒,2.4,364000000.0,2018-06-08,87360000.0
002421,达实智能,0.3,1921477551.0,2018-06-08,57644326.53
002868,绿康生化,2.5,120000000.0,2018-06-11,30000000.0
000948,南天信息,0.2,246606046.0,2018-06-08,4932120.92
300529,健帆生物,3.5,417586000.0,2018-06-08,146155100.0
600035,楚天高速,1.3,1730795923.0,2018-06-08,225003469.99
603079,圣达生物,2.75,80000000.0,2018-06-08,22000000.0
002500,山西证券,0.9,2828725153.0,2018-06-08,254585263.76999998
002530,金财互联,0.5,490741853.0,2018-06-08,24537092.650000002
300190,维尔利,1.0,452284906.0,2018-06-11,45228490.6
002179,中航光电,1.2,790977309.0,2018-06-08,94917277.08
002020,京新药业,2.0,724872000.0,2018-06-08,144974400.0
603568,伟明环保,2.5,687760000.0,2018-06-08,171940000.0
603819,神力股份,1.2,120820000.0,2018-06-11,14498400.0
002392,北京利尔,0.15,1190490839.0,2018-06-11,17857362.585
603917,合力科技,1.5,112000000.0,2018-06-08,16800000.0
603020,爱普股份,1.5,320000000.0,2018-06-11,48000000.0
002083,孚日股份,3.0,908000005.0,2018-06-08,272400001.5
300550,和仁科技,0.6,83220000.0,2018-06-12,4993200.0
002472,双环传动,0.6,686534000.0,2018-06-08,41192040.0
600048,保利发展,4.0,11858441061.0,2018-06-08,4743376424.400001
300115,长盈精密,0.999311,909860262.0,2018-06-11,90923336.8279482
603214,爱婴室,2.0,100000000.0,2018-06-08,20000000.0
300244,迪安诊断,0.25,551029453.0,2018-06-11,13775736.325000001
920961,创远信科,0.7,72550276.0,2018-06-15,5078519.319999999
603365,水星家纺,5.0,266670000.0,2018-06-11,133335000.0
600235,民丰特纸,0.1,351300000.0,2018-06-08,3513000.0
300338,*ST开元,0.15,339619692.0,2018-06-11,5094295.38
002413,雷科防务,0.3,1155537134.0,2018-06-11,34666114.019999996
600019,宝钢股份,4.5,22267915125.0,2018-06-08,10020561806.25
002691,*ST冀凯,0.1,200000000.0,2018-06-11,2000000.0
600483,福能股份,2.0,1551825574.0,2018-06-11,310365114.8
600933,爱柯迪,2.3,845440000.0,2018-06-08,194451199.99999997
300382,斯莱克,5.0,313418807.0,2018-06-12,156709403.5
600378,昊华科技,0.6,297193292.0,2018-06-08,17831597.52
603600,永艺股份,1.5,303044790.0,2018-06-08,45456718.5
300684,中石科技,1.9,86870000.0,2018-06-08,16505300.0
300562,乐心医疗,0.27,188800000.0,2018-06-12,5097600.000000001
603041,美思德,1.6,100000000.0,2018-06-12,16000000.0
002545,东方铁塔,0.5,1291154187.0,2018-06-12,64557709.35
601238,广汽集团,4.3,7295304393.0,2018-06-12,3136980888.99
002431,ST棕榈,0.3,1486985450.0,2018-06-11,44609563.5
600435,北方导航,0.25,1489320000.0,2018-06-13,37233000.0
600416,湘电股份,0.3,945834325.0,2018-06-11,28375029.75
600801,华新建材,2.8,1497571325.0,2018-06-11,419319970.99999994
300001,特锐德,0.5,997570075.0,2018-06-12,49878503.75
603398,*ST沐邦,0.88,212480000.0,2018-06-13,18698240.0
300223,北京君正,0.199805,167229300.0,2018-06-12,3341325.02865
300082,奥克股份,1.38,680670000.0,2018-06-11,93932459.99999999
920819,颖泰生物,1.0,1106000000.0,2018-06-13,110600000.0
000615,*ST美谷,0.500928,783602617.0,2018-06-11,39252849.172857605
002370,亚太药业,1.0,536494456.0,2018-06-12,53649445.6
300500,启迪设计,1.2,134279528.0,2018-06-11,16113543.36
601208,东材科技,0.5,626601000.0,2018-06-13,31330050.0
603701,德宏股份,2.0,121761000.0,2018-06-12,24352200.0
300514,友讯达,1.0,100000000.0,2018-06-12,10000000.0
300153,科泰电源,1.0,320000000.0,2018-06-11,32000000.0
002696,百洋股份,3.5,232535701.0,2018-06-12,81387495.35
603269,海鸥股份,1.38,91470000.0,2018-06-11,12622859.999999998
002393,力生制药,3.0,182454992.0,2018-06-12,54736497.6
300430,*ST益通,0.56,181339264.0,2018-06-12,10154998.784000002
600188,兖矿能源,4.8,4912016000.0,2018-06-11,2357767680.0
600963,岳阳林纸,0.38,1397733148.0,2018-06-12,53113859.624
300427,红相股份,0.73,352586786.0,2018-06-12,25738835.378
300168,万达信息,0.38,1031082642.0,2018-06-13,39181140.396
920058,华洋赛车,2.0,14554606.0,2018-06-12,2910921.2
000718,苏宁环球,1.0,3034636384.0,2018-06-12,303463638.40000004
603878,武进不锈,3.16,202000000.0,2018-06-12,63832000.0
601218,吉鑫科技,0.1,991760000.0,2018-06-12,9917600.0
002756,永兴材料,10.0,360000000.0,2018-06-11,360000000.0
603198,迎驾贡酒,7.0,800000000.0,2018-06-12,560000000.0
002510,天汽模,0.3,896241132.0,2018-06-12,26887233.959999997
300598,诚迈科技,0.5,80000000.0,2018-06-12,4000000.0
002773,康弘药业,2.8,674210027.0,2018-06-11,188778807.55999997
002398,垒知集团,2.000189,346086276.0,2018-06-11,69223796.2306164
300702,天宇股份,1.475204,122017000.0,2018-06-12,17999996.6468
000096,广聚能源,0.2,528000000.0,2018-06-12,10560000.0
600403,大有能源,0.61,2390812402.0,2018-06-13,145839556.52199998
002044,美年健康,0.5,2601305797.0,2018-06-11,130065289.85000001
603309,维力医疗,1.5,200000000.0,2018-06-12,30000000.0
600623,华谊集团,1.0,2117430913.0,2018-06-12,211743091.3
002105,信隆健康,0.6,368500000.0,2018-06-12,22110000.0
600063,皖维高新,0.15,1925894692.0,2018-06-11,28888420.38
000543,皖能电力,0.1,1790395978.0,2018-06-11,17903959.78
002892,科力尔,1.26,83600000.0,2018-06-13,10533600.0
603859,能科科技,0.6,113560000.0,2018-06-12,6813600.0
603129,春风动力,3.0,134596400.0,2018-06-12,40378920.0
601002,晋亿实业,1.0,792690000.0,2018-06-14,79269000.0
920790,联迪信息,2.0,63307020.0,2018-06-13,12661404.0
600328,中盐化工,1.46,438031073.0,2018-06-13,63952536.65799999
603066,音飞储存,0.56,302341677.0,2018-06-13,16931133.912000004
002541,鸿路钢构,0.65,349145902.0,2018-06-12,22694483.63
600488,津药药业,0.36,1091886680.0,2018-06-12,39307920.48
002166,莱茵生物,0.5,437281362.0,2018-06-13,21864068.1
300708,聚灿光电,0.6,257330000.0,2018-06-12,15439800.0
002705,新宝股份,3.0,813437768.0,2018-06-13,244031330.39999998
300608,思特奇,2.8,88431500.0,2018-06-14,24760819.999999996
002051,中工国际,3.5,1112673216.0,2018-06-13,389435625.59999996
002517,恺英网络,1.2,1435011756.0,2018-06-13,172201410.72
002029,七匹狼,1.0,755670000.0,2018-06-12,75567000.0
600310,广西能源,0.25,827775000.0,2018-06-12,20694375.0
002479,富春环保,1.0,894100000.0,2018-06-13,89410000.0
