code,name,div_per_10,total_shares,ex_date
600133,东湖高新,1.0,275592200,2010-03-01
600580,卧龙电驱,1.0,285127200,2010-03-02
600743,华远控股,1.0,778129126,2010-03-08
002117,东港股份,3.0,110000000,2010-03-10
002045,国光电器,1.5,256056000,2010-03-09
002315,焦点科技,6.0,117500000,2010-03-08
002263,大东南,1.0,367575348,2010-03-08
600499,科达制造,1.0,453596000,2010-03-09
000428,华天酒店,0.1,553020000,2010-03-11
002151,北斗星通,2.5,90950000,2010-03-12
002138,顺络电子,2.5,122200000,2010-03-15
002241,歌尔股份,1.0,240000000,2010-03-15
300033,同花顺,3.0,67200000,2010-03-12
002282,博深股份,3.0,173400000,2010-03-17
002092,中泰化学,1.86,536860000,
002290,禾盛新材,2.0,83600000,2010-03-17
600276,恒瑞医药,1.0,620743220,2010-03-17
002310,东方新能,3.0,50081300,2010-03-19
600595,中孚实业,0.6,657255594,2010-03-18
002275,桂林三金,5.5,454000000,2010-03-18
000690,宝新能源,1.0,1151075000,2010-03-19
600173,卧龙新能,1.0,402859700,2010-03-17
600435,北方导航,2.0,496440000,2010-03-17
600683,京投发展,0.5,493851731,2010-03-22
600990,四创电子,1.0,58800000,2010-03-23
002233,塔牌集团,0.5,400000000,2010-03-23
600406,国电南瑞,1.5,255060000,2010-03-24
002342,巨力索具,3.0,400000000,2010-03-25
002229,鸿博股份,1.5,136000000,2010-03-25
002133,广宇集团,1.1,498600000,2010-03-25
600642,申能股份,2.0,2889631654,2010-03-25
000533,顺钠股份,0.6,575680000,2010-03-29
000790,华神科技,0.3,207598800,2010-03-29
002168,ST惠程,2.0,200292480,2010-03-30
002093,国脉科技,0.6,267000000,2010-03-31
002296,辉煌科技,7.0,61500000,2010-04-01
000600,建投能源,0.3,913660121,2010-03-31
002068,黑猫股份,0.4,192240000,2010-04-01
600208,衢州发展,0.6,3384402426,2010-04-01
600298,安琪酵母,1.3,271400000,2010-04-02
002082,ST万邦,1.3,238000000,2010-04-02
002276,万马股份,1.0,200000000,2010-04-07
600246,万通发展,1.0,1014000000,2010-04-07
000608,阳光股份,0.6,535652364,2010-04-07
002202,金风科技,1.0,1400000000,2010-04-06
002049,紫光国微,1.1,135000000,2010-04-08
002343,慈文传媒,6.0,99060000,2010-04-08
002121,科陆电子,0.5,240000000,2010-04-08
000887,中鼎股份,2.0,425555136,2010-04-09
002165,红宝丽,1.0,157500000,2010-04-08
002031,巨轮智能,0.8,265274356,2010-04-12
600828,茂业商业,1.5,203148026,2010-04-09
002109,ST兴化,0.9,358400000,2010-04-12
601166,兴业银行,5.0,5000000000,2010-04-12
000728,国元证券,5.0,1964100000,2010-04-12
300007,汉威科技,3.0,59000000,2010-04-13
600533,栖霞建设,1.5,1050000000,2010-04-12
000558,天府文旅,1.0,370746559,2010-04-12
002306,ST云网,2.85,200000000,2010-04-13
600337,ST美克,0.3,510604020,2010-04-13
002334,英威腾,6.0,64000000,2010-04-16
002264,新华都,1.0,106880000,2010-04-16
600315,上海家化,3.5,325546905,2010-04-14
002309,中利集团,1.0,133500000,2010-04-16
002132,恒星科技,1.0,244617000,2010-04-16
000514,渝开发,0.12,633937616,2010-04-14
002291,遥望科技,0.35,215000000,2010-04-16
300031,宝通科技,3.0,50000000,2010-04-14
002024,ST易购,0.5,4664141244,2010-04-16
600577,精达股份,1.0,294480000,2010-04-15
300008,天海防务,6.0,50400000,2010-04-16
002069,獐子岛,5.0,226200000,2010-04-16
300015,爱尔眼科,3.5,133500000,2010-04-19
002271,东方雨虹,3.0,79140000,2010-04-16
601727,上海电气,0.588,12507686405,
300024,机器人,1.0,61500000,2010-04-16
600439,瑞贝卡,0.8,616492500,2010-04-16
600316,洪都航空,0.3,352800000,
300002,神州泰岳,3.0,126400000,2010-04-19
600118,中国卫星,0.5,352537990,2010-04-19
000571,新大洲A,0.5,736064000,2010-04-19
002091,江苏国泰,1.5,240000000,2010-04-20
600067,冠城新材,0.5,612918781,2010-04-19
000777,中核科技,1.0,201600000,2010-04-20
000731,四川美丰,0.7,499840000,2010-04-20
000425,徐工机械,3.3405,867444651,2010-04-20
002182,宝武镁业,0.5,192000000,2010-04-21
