code,name,div_per_10,total_shares,ex_date
000619,海螺新材,2.0,150000000.0,2002-03-18
000932,华菱钢铁,1.0,1565375000.0,2002-03-18
000518,四环生物,0.256,178742400.0,2002-03-20
600155,华创云信,1.0,412500000.0,2002-03-26
600660,福耀玻璃,1.35,407560821.0,2002-03-27
600326,西藏天路,1.0,100000000.0,2002-03-28
000973,佛塑科技,1.8,373450600.0,2002-04-03
600795,国电电力,2.5,824878080.0,2002-04-08
000936,华西股份,1.0,168000000.0,2002-04-11
600488,津药药业,2.0,149008883.0,2002-04-11
000903,ST云动,3.6,180000000.0,2002-04-15
600066,宇通客车,6.0,136723661.0,2002-04-12
000920,沃顿科技,4.0,190000000.0,2002-04-16
600309,万华化学,2.0,240000000.0,2002-04-15
600725,云维股份,2.0,110000000.0,2002-04-15
000727,冠捷科技,1.0,313738620.0,2002-04-15
600152,维科技术,1.0,293494200.0,2002-04-19
000850,华茂股份,2.5,218999984.0,2002-04-19
600398,海澜之家,0.15,164391411.0,2002-04-16
600367,红星发展,2.0,100000000.0,2002-04-16
000858,五粮液,0.25,869040000.0,2002-04-18
000401,金隅冀东,1.0,881785550.0,2002-04-19
600171,上海贝岭,1.5,434434000.0,2002-04-23
000301,东方盛虹,0.7,466651915.0,2002-04-22
000778,新兴铸管,5.0,478067500.0,2002-04-23
000888,峨眉山A,1.5,118660000.0,2002-04-24
000711,ST京蓝,0.3,107265600.0,2002-04-23
000958,电投产融,1.0,180000000.0,2002-04-24
000811,冰轮环境,2.1,123673100.0,2002-04-26
000906,浙商中拓,0.2,125000000.0,2002-04-25
600120,浙江东方,1.0,225657792.0,2002-04-26
000900,现代投资,1.6,399165900.0,2002-04-26
600008,首创环保,3.6,1100000000.0,2002-04-30
600098,广州发展,3.0,1252800000.0,2002-04-29
000970,中科三环,1.0,156600000.0,2002-04-30
600884,杉杉股份,2.0,273905498.0,2002-04-30
600235,民丰特纸,2.0,177000000.0,2002-04-30
600063,皖维高新,3.0,252900000.0,2002-05-09
000729,燕京啤酒,2.0,667424500.0,2002-05-09
600227,赤天化,1.0,170000000.0,2002-04-30
600881,亚泰集团,0.5,475106267.0,2002-04-30
600110,诺德股份,0.5,185624330.0,2002-05-09
600232,金鹰股份,1.0,218851880.0,2002-05-13
600161,天坛生物,1.0,192000000.0,2002-05-13
000837,秦川机床,0.25,212678400.0,2002-05-13
600166,福田汽车,1.0,280466000.0,2002-05-13
600237,铜峰电子,1.0,100000000.0,2002-05-10
600062,华润双鹤,1.0,339289000.0,2002-05-13
600391,航发科技,2.1,140000000.0,2002-05-13
000848,承德露露,6.6,259250000.0,2002-05-13
600720,中交设计,0.5,346954252.0,2002-05-13
600210,紫江企业,3.0,546400071.0,2002-05-15
600177,雅戈尔,2.0,568095052.0,2002-05-15
000429,粤高速A,1.0,1257117748.0,2002-05-14
600528,中铁工业,3.8,410000000.0,2002-05-16
600038,中直股份,1.0,150000000.0,2002-05-16
600378,昊华科技,0.7,150441070.0,2002-05-16
600399,抚顺特钢,0.3,520000000.0,2002-05-22
600674,川投能源,0.2,386208464.0,2002-05-16
