code,name,div_per_10,total_shares,ex_date
000402,金融街,3.0,294712800.0,2004-02-23
600458,时代新材,0.5,85148000.0,2004-03-03
000157,中联重科,0.25,390000000.0,2004-03-18
000860,顺鑫农业,1.0,304150000.0,2004-03-18
000973,佛塑科技,2.1,373450600.0,2004-03-19
000937,冀中能源,1.25,425000000.0,2004-03-23
600884,杉杉股份,1.0,410858247.0,2004-03-24
600126,杭钢股份,3.5,645337500.0,2004-03-25
600210,紫江企业,3.0,641400071.0,2004-03-25
600282,南钢股份,3.0,504000000.0,2004-03-30
600383,金地集团,3.0,270000000.0,2004-03-30
600580,卧龙电驱,1.2,174566818.0,2004-04-01
600510,黑牡丹,5.0,146123600.0,2004-04-02
600406,国电南瑞,2.0,109000000.0,2004-04-02
600529,山东药玻,1.0,123611172.0,2004-04-05
000988,华工科技,1.0,230000000.0,2004-04-06
000895,双汇发展,7.0,342370000.0,2004-04-07
000637,茂化实华,1.0,289785595.0,2004-04-08
600527,江南高纤,0.8,80000000.0,2004-04-08
000825,太钢不锈,2.0,1291404000.0,2004-04-12
600880,博瑞传播,0.75,130180050.0,2004-04-08
000888,峨眉山A,1.8,118660000.0,2004-04-09
600197,伊力特,2.76,220500000.0,2004-04-08
600795,国电电力,0.4,1407384922.0,2004-04-08
600302,ST标准,2.0,319009804.0,2004-04-12
600897,厦门空港,4.0,270000000.0,2004-04-09
600729,重百集团,1.5,204000000.0,2004-04-12
000911,*ST广糖,2.1,240800000.0,2004-04-12
000858,五粮液,2.0,1355702400.0,2004-04-13
600098,广州发展,3.5,1252800000.0,2004-04-13
600298,安琪酵母,3.5,135700000.0,2004-04-14
000932,华菱钢铁,1.0,1765375000.0,2004-04-16
600066,宇通客车,4.0,136723661.0,2004-04-15
600502,安徽建工,0.6,120000000.0,2004-04-16
600177,雅戈尔,5.0,619406313.0,2004-04-16
600711,盛屯矿业,0.5,60360000.0,2004-04-20
600016,民生银行,1.2,3834654638.0,2004-04-19
600780,通宝能源,0.5,581960652.0,2004-04-19
600106,重庆路桥,1.0,310000000.0,2004-04-19
600567,山鹰国际,0.58,166090458.0,2004-04-19
600152,维科技术,0.5,293494200.0,2004-04-19
600556,天下秀,1.0,126000000.0,2004-04-19
000559,万向钱潮,2.0,366281202.0,2004-04-20
600217,中再资环,0.5,413000000.0,2004-04-20
600855,航天长峰,0.2,160080000.0,2004-04-20
000504,南华生物,0.3,311573901.0,2004-04-23
600219,南山铝业,1.0,257000000.0,2004-04-21
600517,国网英大,1.0,79830000.0,2004-04-21
000793,*ST华闻,0.7,340033144.0,2004-04-23
000903,ST云动,3.5,199800000.0,2004-04-23
600500,中化国际,1.25,558975000.0,2004-04-26
000612,焦作万方,1.0,480176083.0,2004-04-27
000513,丽珠集团,1.0,306035482.0,2004-04-27
