code,name,div_per_10,total_shares,ex_date
002085,万丰奥威,5.0,390098968,2012-08-22
002241,歌尔股份,2.0,848016733,2012-08-28
300012,华测检测,1.0,183982500,2012-09-05
000590,古汉医药,1.0,203028425,2012-09-04
600016,民生银行,1.5,28365585227,2012-09-03
002170,芭田股份,0.6,473085200,
300316,晶盛机电,5.0,133350000,2012-09-07
300306,远方信息,3.0,60000000,2012-09-06
002394,联发股份,1.5,215800000,2012-09-07
002663,普邦股份,0.5,174680000,2012-09-07
300319,麦捷科技,5.0,53340000,2012-09-12
002570,贝因美,7.0,426050000,2012-09-10
000049,德赛电池,4.0,136829160,2012-09-10
002496,辉丰股份,1.0,163415000,2012-09-13
300304,云意电气,3.0,100000000,2012-09-12
002182,宝武镁业,0.5,288000000,2012-09-13
300327,中颖电子,4.0,128000000,2012-09-14
600028,中国石化,1.0,86820276984,2012-09-17
601857,中国石油,1.525,183020977818,2012-09-18
300320,海达股份,2.0,66670000,2012-09-20
600425,青松建化,3.5,689395043,2012-09-18
002662,峰璟股份,4.0,300000000,2012-09-21
300228,富瑞特装,0.4,134000000,2012-09-19
002514,*ST宝馨,1.0,108800000,2012-09-21
600575,淮河能源,0.5,1217647994,2012-09-20
002104,恒宝股份,0.5,440640000,2012-09-21
300303,聚飞光电,3.0,80000000,2012-09-21
600578,京能电力,2.5,787225548,2012-09-21
300326,ST凯利,6.0,51250000,2012-09-24
600310,广西能源,1.0,275925000,2012-09-24
300310,宜通世纪,2.5,88000000,2012-09-26
300333,兆日科技,7.5,112000000,2012-09-25
300307,慈星股份,5.0,401000000,2012-09-26
002568,百润股份,6.0,80000000,2012-09-27
300227,光韵达,1.0,67000000,2012-09-27
000159,国际实业,1.0,481139294,2012-09-25
601318,中国平安,1.5,7916142092,2012-09-26
300339,润和软件,1.5,76740000,2012-09-26
000593,德龙汇能,0.6,223336429,2012-09-28
300301,ST长方,2.0,108000000,2012-09-26
600246,万通发展,0.6,1216800000,2012-09-27
002352,顺丰控股,2.5,77830780,2012-09-27
600376,首开股份,1.4,1494675000,2012-09-28
601877,正泰电器,2.9,1005000000,2012-10-08
002672,东江环保,5.0,150476374,2012-10-11
600378,昊华科技,0.2,297193292,2012-10-10
600667,太极实业,0.289,468817381,2012-10-11
002274,华昌化工,0.5,261473176,2012-10-11
601238,广汽集团,0.7,6435020097,2012-10-12
300331,苏大维格,2.0,62000000,2012-10-16
600710,苏美达,0.25,533570000,2012-10-15
002129,TCL中环,0.12,724244412,2012-10-16
002484,江海股份,0.5,208000000,2012-10-17
002156,通富微电,0.15,649866720,2012-10-19
300313,天山生物,1.0,90910000,2012-10-18
000301,东方盛虹,0.2,1218236445,2012-10-18
000910,大亚圣象,0.2,527500000,2012-10-18
300314,戴维医疗,1.5,80000000,2012-10-19
300311,ST任子行,1.0,70700000,2012-10-19
000001,平安银行,1.0,5123350416,2012-10-19
300321,同大股份,2.15,44400000,2012-10-19
000338,潍柴动力,1.0,1999309639,2012-10-18
000970,中科三环,2.0,532600000,2012-10-19
300346,南大光电,10.0,50270000,2012-10-22
002571,德力股份,0.6,170200000,2012-10-19
002498,汉缆股份,1.5,715440000,2012-10-19
300315,掌趣科技,0.5,163660000,2012-10-22
000890,法尔胜,0.2,379641600,2012-10-24
300013,新宁物流,0.1,90000000,2012-10-23
002214,*ST大立,1.0,100000000,2012-10-26
002666,德联集团,1.9,160000000,2012-10-26
600990,四创电子,0.8,117600000,2012-10-30
002173,创新医疗,0.5,205500000,2012-10-31
002658,雪迪龙,1.5,137472800,2012-11-01
002395,双象股份,3.0,89403000,2012-11-02
600292,电投水电,0.2,511872636,2012-11-01
601928,凤凰传媒,1.2,2544900000,2012-11-02
600397,江钨装备,5.0,494979941,2012-11-05
002676,顺威股份,2.0,160000000,2012-11-08
300317,珈伟新能,0.65,140000000,2012-11-07
600568,ST中珠,0.25,166466600,2012-11-12
002201,九鼎新材,0.1,175760000,2012-11-09
603002,宏昌电子,0.3,400000000,2012-11-09
600873,梅花生物,1.0,2708236603,2012-11-09
002191,劲嘉股份,2.0,642000000,2012-11-15
000950,重药控股,1.5,598799235,2012-11-22
000533,顺钠股份,0.5,690816000,2012-12-05
002547,*ST春兴,1.0,284000000,2012-12-07
300300,海峡创新,1.0,87000000,2012-12-07
002673,西部证券,4.5,1200000000,2012-12-11
000900,现代投资,3.0,598748850,2012-12-13
600329,达仁堂,2.0,739308720,2012-12-13
002077,大港股份,0.3,252000000,2012-12-19
603993,洛阳钼业,0.9,5076170525,2012-12-28
