code,name,div_per_10,total_shares,ex_date
300708,聚灿光电,1.6,670982846,2024-02-28
002286,保龄宝,0.8,370770580,2024-03-08
300033,同花顺,22.0,537600000,2024-03-29
002138,顺络电子,3.0,806318354,2024-03-29
301052,果麦文化,0.980816,73441214,2024-04-01
002687,乔治白,2.0,499952036,2024-04-09
002315,焦点科技,10.0,316690594,2024-04-10
920167,同享科技,1.11,109320000,2024-04-15
001207,联科科技,5.0,202355964,2024-04-10
300842,帝科股份,8.0,100500000,2024-04-10
600605,汇通能源,6.0,206282429,2024-04-10
002014,永新股份,5.5,612491866,2024-04-12
920476,海能技术,2.0,84579800,2024-04-17
301003,江苏博云,6.0,99053333,2024-04-17
920395,朗鸿科技,2.8,91560000,2024-04-17
001376,百通能源,1.0,460900000,2024-04-17
603948,建业股份,10.0,162495000,2024-04-16
603868,飞科电器,23.0,435600000,2024-04-17
300496,中科创达,2.49,460008294,2024-04-19
300441,鲍斯股份,0.7,652256868,2024-04-19
000661,长春高新,45.0,404544190,2024-04-18
002984,森麒麟,4.1,738777253,2024-04-19
300304,云意电气,0.6,874640918,2024-04-19
603031,安孚科技,4.5,145600000,2024-04-19
002516,旷达科技,1.0,1470838682,2024-04-22
002912,中新赛克,3.0,170752000,2024-04-19
000408,藏格矿业,8.0,1580435073,2024-04-19
300146,汤臣倍健,9.0,1700845431,2024-04-22
001225,和泰机电,12.5,64666800,2024-04-22
300693,盛弘股份,3.3,311085410,2024-04-24
603697,有友食品,2.5,427692098,2024-04-22
600309,万华化学,16.25,3139746626,2024-04-22
002273,水晶光电,3.0,1390632221,2024-04-23
002728,特一药业,5.0,364738910,2024-04-24
600219,南山铝业,1.2,11708552848,2024-04-23
688582,芯动联科,1.28,400010000,2024-04-23
002519,银河电子,1.0,1126430898,2024-04-23
002879,长缆科技,2.5,193107640,2024-04-23
003006,百亚股份,5.5,429401300,2024-04-24
605028,世茂能源,6.0,160000000,2024-04-23
300059,东方财富,0.4,15785542475,2024-04-23
920402,硅烷科技,1.8481,324661590,2024-04-26
603200,上海洗霸,0.7,175395993,2024-04-25
920553,凯腾精工,1.0,143690460,2024-04-29
920433,大唐药业,0.8,258777181,2024-04-26
601608,中信重工,0.285,4339419293,2024-04-24
920703,广厦环能,7.0,76900000,2024-04-26
300562,乐心医疗,1.51075,216901188,2024-04-25
000895,双汇发展,7.0,3464661213,2024-04-26
300997,欢乐家,3.4,447500000,2024-04-25
002911,佛燃能源,5.998299,988213100,2024-04-26
301069,凯盛新材,1.5,420640000,2024-04-25
300453,三鑫医疗,1.5,519596545,2024-04-25
003022,联泓新科,0.8,1335568000,2024-04-25
300554,三超新材,0.8,114211577,2024-04-25
001358,兴欣新材,12.0,88000000,2024-04-24
920139,华岭股份,0.59,266800000,2024-04-26
600828,茂业商业,0.27,1731982546,2024-04-25
300224,正海磁材,2.0,820245567,2024-04-26
001309,德明利,1.3,113217000,2024-04-26
688586,江航装备,1.3,791339156,2024-04-25
600038,中直股份,2.0,731605986,2024-04-25
002299,圣农发展,3.0,1243400295,2024-04-26
300765,石药创新,3.2,1170742154,2024-04-25
002469,三维化学,3.0,648862630,2024-04-26
002283,天润工业,2.3,1139457178,2024-04-26
002240,盛新锂能,2.4,921265872,2024-04-26
603866,桃李面包,1.8,1599719155,2024-04-25
603677,奇精机械,2.0,192147573,2024-04-25
600955,维远股份,0.55,550000000,2024-04-25
300896,爱美客,23.23,216360000,2024-04-29
300294,博雅生物,3.0,504248738,2024-04-26
002419,天虹股份,1.6,1168847750,2024-04-26
300456,赛微电子,0.35,732213134,2024-04-29
001368,通达创智,8.0,113867600,2024-04-29
002865,钧达股份,7.461764,228556116,2024-04-26
002791,坚朗五金,1.0,321540000,2024-04-29
002920,德赛西威,8.4,555006100,2024-04-29
002381,双箭股份,2.5,411576821,2024-04-29
600577,精达股份,1.3,2079656928,2024-04-26
600976,健民集团,12.0,153398600,2024-04-26
601126,四方股份,6.0,832251000,2024-04-26
920879,基康技术,2.5,139497776,2024-04-30
920504,博迅生物,2.0,43333100,2024-04-30
920225,利通科技,2.0,105765745,2024-04-30
301281,科源制药,3.0,108290000,2024-04-30
300121,阳谷华泰,2.5,408989577,2024-04-29
300741,华宝股份,4.0,615880000,2024-04-26
920982,锦波生物,10.0,68086000,2024-04-29
920971,天马新材,2.5,106128002,2024-05-08
300638,广和通,3.8,765744029,2024-04-29
300795,米奥会展,5.0,152961290,2024-04-29
002709,天赐材料,3.0,1924156986,2024-04-29
300801,泰和科技,1.67,218430000,2024-04-30
300206,理邦仪器,2.07,581721846,2024-05-06
300416,苏试试验,1.5,508547806,2024-04-30
301558,三态股份,1.4,788851223,2024-04-29
002233,塔牌集团,5.0,1192275016,2024-04-30
688389,普门科技,2.81,428114047,2024-05-06
300818,耐普矿机,1.8,109660495,2024-04-29
300750,宁德时代,20.11,4399041236,2024-04-30
002662,峰璟股份,1.0,1500000000,2024-04-29
300904,威力传动,5.6,72383232,2024-04-30
301004,嘉益股份,20.0,104000000,2024-04-30
605368,蓝天燃气,8.5,692834596,2024-04-29
300532,今天国际,3.0,310231301,2024-04-30
003000,劲仔食品,3.0,451069159,2024-04-30
301076,新瀚新材,1.5,134524000,2024-04-30
002960,青鸟智控,3.5,758870966,2024-04-30
603565,中谷物流,7.2,2100063103,2024-04-30
300019,硅宝科技,3.0,391064700,2024-04-30
301568,思泰克,6.8,103258400,2024-05-06
002803,吉宏股份,3.6,385009288,2024-04-30
600211,西藏药业,7.37,247937843,2024-04-30
603558,健盛集团,2.5,369080949,2024-05-06
300905,宝丽迪,5.0,176299756,2024-05-06
002695,煌上煌,1.8,556947081,2024-05-06
601882,海天精工,2.7,522000000,2024-04-30
000034,神州数码,4.46,669581480,2024-05-06
300926,博俊科技,1.499978,278833523,2024-05-07
688510,航亚科技,2.0,258382608,2024-05-06
603615,茶花股份,0.5,241820000,2024-05-07
001270,铖昌科技,2.0,156538124,2024-05-07
603162,海通发展,1.5,614788022,2024-05-06
603132,金徽股份,2.4,978000000,2024-05-07
300406,九强生物,2.0,588446253,2024-05-07
603758,秦安股份,5.0,438797049,2024-05-06
300233,金城医药,2.0,383874587,2024-05-08
300383,光环新网,1.0,1797592847,2024-05-08
301361,众智科技,0.7,116336000,2024-05-07
300458,全志科技,1.5,631749692,2024-05-06
300286,安科瑞,3.0,214716125,2024-05-07
601528,瑞丰银行,1.8,1962161395,2024-05-09
688160,步科股份,3.0,84000000,2024-05-07
300852,四会富仕,3.0,101930902,2024-05-08
688556,高测股份,4.5,339087616,2024-05-08
300876,蒙泰高新,2.0,96002105,2024-05-07
601218,吉鑫科技,1.0,977095932,2024-05-07
000049,德赛电池,4.5,384638534,2024-05-09
920033,康普化学,2.0,91642500,2024-05-09
605299,舒华体育,3.0,411669000,2024-05-09
300999,金龙鱼,1.11,5421591536,2024-05-08
920403,康农种业,2.0,54594000,2024-05-10
002949,华阳国际,8.0,196040602,2024-05-08
300824,北鼎股份,2.0,326341682,2024-05-08
300841,康华生物,20.0,134650449,2024-05-08
301153,中科江南,10.0,194400000,2024-05-09
