code,name,div_per_10,total_shares,ex_date
300134,大富科技,5.0,320000000,2014-08-21
600882,妙可蓝多,5.0,399238045,2014-09-03
002697,红旗连锁,0.54,400000000,2014-09-12
601318,中国平安,2.5,7916205253,2014-09-12
002034,旺能环境,4.0,85120000,2014-09-12
920198,微创光电,2.5,30139280,2014-09-17
002085,万丰奥威,5.0,390098968,2014-09-16
002138,顺络电子,2.0,370469407,2014-09-17
002548,金新农,2.0,141000000,2014-09-16
601857,中国石油,1.675,183020977818,2014-09-19
000672,上峰材料,1.1,813619871,2014-09-23
603328,依顿电子,0.6,489000000,2014-09-22
002311,海大集团,1.0,1069997380,2014-09-24
002568,百润股份,3.0,160000000,2014-09-24
600028,中国石化,0.9,116795582588,2014-09-24
000571,新大洲A,0.3,814064000,2014-09-26
600711,盛屯矿业,0.5,598820922,2014-09-26
600138,中青旅,1.5,482560000,2014-09-29
600248,陕建股份,1.2,473689200,2014-09-29
002394,联发股份,2.0,323700000,2014-09-30
600010,包钢股份,0.125,8002591027,2014-09-29
601877,正泰电器,5.0,1008255700,2014-09-30
300304,云意电气,1.0,100000000,2014-10-10
300195,长荣股份,2.20981,170426189,2014-10-10
601238,广汽集团,0.8,6435020097,2014-10-10
002352,顺丰控股,3.0,77830780,2014-10-14
000159,国际实业,0.3,481139294,2014-10-14
002543,万和电气,2.5,440000000,2014-10-17
300295,*ST三六五,8.0,53350000,2014-10-16
300004,南风股份,0.5,254609464,2014-10-17
002612,朗姿股份,4.0,200000000,2014-10-20
002201,九鼎新材,0.15,175760000,2014-10-21
920896,旺成科技,13.5,15018000,2014-10-21
000338,潍柴动力,1.0,1999309639,2014-10-24
002004,华邦健康,3.0,675659919,2014-10-27
600180,*ST瑞茂,1.7,878263893,2014-10-30
002266,浙富控股,0.1,1522092192,2014-11-04
600999,招商证券,1.53,5808135529,2014-11-05
601928,凤凰传媒,1.0,2544900000,2014-11-13
300068,ST南都,1.990753,604440200,2014-11-12
002519,银河电子,4.0,277280455,2014-11-21
300228,富瑞特装,0.3,135248000,2014-11-24
000534,万泽股份,1.0,495845096,2014-12-11
600153,建发股份,2.0,2835200530,2014-12-15
600016,民生银行,0.75,34153103037,2015-01-09
