code,name,div_per_10,total_shares,ex_date
600028,中国石化,0.4,86702439000,2004-09-21
000970,中科三环,1.2,253800000,2004-09-22
000617,中油资本,0.5,104000000,2004-09-27
600161,天坛生物,0.5,217000000,2004-09-28
600717,天津港,1.5,724420221,2004-10-12
000680,山推股份,2.2,337116000,2004-10-13
000630,铜陵有色,0.25,555772167,2004-10-15
002004,华邦健康,2.0,88000000,2004-10-18
000829,天音控股,0.25,157499999,2004-10-20
600252,中恒集团,0.25,167267232,2004-10-20
000850,华茂股份,0.1388,492454017,2004-10-21
000528,柳工,2.0,363427830,2004-10-21
600301,华锡有色,1.9,185148140,2004-10-21
600718,东软集团,6.0,281451690,2004-10-21
000968,蓝焰控股,3.8,395190000,2004-10-25
600577,精达股份,1.0,108000000,2004-10-22
000608,阳光股份,0.75,208600200,2004-10-29
002011,盾安环境,2.5,71181865,2004-11-03
600475,华光环能,1.0,160000000,2004-11-02
600976,健民集团,1.0,76699300,2004-11-11
600096,云天化,0.75,384856534,2004-11-15
000930,中粮科技,0.5,326577268,2004-11-19
002023,海特高新,4.0,78391484,2004-11-19
600166,福田汽车,1.2,456699000,2004-11-18
600716,凤凰股份,0.3,348300001,2004-12-03
600037,歌华有线,3.0,351000000,2004-12-09
000677,ST海龙,0.5,205674487,2004-12-30
