code,name,div_per_10,total_shares,ex_date
002107,沃华医药,1.46,577209600,2026-03-05
300803,指南针,0.8,609791915,2026-03-06
688230,芯导科技,4.3,117600000,2026-03-19
002462,嘉事堂,1.15,291707120,
000429,粤高速A,6.04,2090806126,
688584,上海合晶,0.9944,665458353,
000156,华数传媒,1.6,1852932442,
688425,铁建重工,0.84,5333497000,
001309,德明利,4.0,226845658,2026-04-01
601117,中国化学,1.11,6106666162,
600675,中华企业,0.059,6046135331,
002138,顺络电子,8.0,806318354,2026-04-01
300956,英力股份,1.0,215427660,2026-04-03
688285,高铁电气,0.13,376289913,
600956,新天绿能,2.0,4512693073,
600838,上海九百,0.34,400881981,
601788,光大证券,1.74,4610787639,
600249,两面针,0.3,550000000,
000338,潍柴动力,3.74,8712397096,
600690,海尔智家,8.867,9377629650,
000880,潍柴重机,1.16,463848840,
601066,中信建投,1.75,7756694797,
000039,中集集团,1.79,5392520385,
601766,中国中车,1.2,28698864088,
601375,中原证券,0.22,4642884700,
601336,新华保险,20.6,3119546600,
601898,中煤能源,2.17,13258663400,
601868,中国能建,0.312,41691163636,
300457,赢合科技,0.85,645179428,
688187,时代电气,6.8,1357948412,
601298,青岛港,1.988,6491100000,
601991,大唐发电,0.93,18506710504,
601869,长飞光纤,2.95,827905108,
002202,金风科技,2.0,4223788647,
601918,新集能源,1.2,2590541800,
603093,南华期货,0.69,717724893,
601600,中国铝业,1.47,17154971327,
000166,申万宏源,0.75,25039944560,
600528,中铁工业,0.903,2221551588,
001207,联科科技,5.0,216526960,2026-04-08
600635,大众公用,0.5,2952434675,
689009,九号公司,12.3852,722657051,
603682,锦和商管,2.2,472500000,2026-04-08
000776,广发证券,5.0,7824845511,
002703,浙江世宝,0.6,822632384,
601688,华泰证券,4.0,9026863786,
601901,方正证券,0.74,8232101395,
601995,中金公司,2.3,4827256868,
600060,海信视像,9.403,1304972254,
000921,海信家电,12.65,1384861171,
000681,视觉中国,0.04,700577436,
688511,天微电子,3.0,102829142,2026-04-07
002920,德赛西威,12.5,596809294,2026-04-07
001236,弘业期货,0.04,1007777778,
600104,上汽集团,2.66,11495277504,
002181,粤传媒,0.63,1161058174,
300033,同花顺,51.0,537600000,2026-04-10
301087,可孚医疗,12.0,208897000,2026-04-10
002029,七匹狼,1.0,705023537,
300402,宝色股份,0.7,246790497,
601958,金钼股份,4.0,3226604400,
600558,大西洋,1.2,897604831,
688100,威胜信息,3.0,491685175,2026-04-13
920060,万源通,5.0,152044663,2026-04-15
002487,大金重工,0.87,637749349,2026-04-15
688252,天德钰,1.147,409021341,
300476,胜宏科技,19.949377,872557313,2026-04-15
600959,江苏有线,0.16,5000717686,
601999,出版传媒,0.6,550914700,
603061,金海通,3.8,60000000,2026-04-16
601021,春秋航空,5.3,978333423,
600113,浙江东日,1.3,421176660,2026-04-17
600628,新世界,0.4,646875384,
603659,璞泰来,2.3,2136399076,2026-04-17
000408,藏格矿业,15.0,1570225745,2026-04-17
001298,好上好,0.7,298285536,2026-04-17
920476,海能技术,1.0,85179800,2026-04-21
003033,征和工业,5.0,81750000,2026-04-21
300995,奇德新材,1.2,84146860,2026-04-20
300146,汤臣倍健,4.5,1691677031,2026-04-21
300708,聚灿光电,0.3,938915144,2026-04-21
002985,北摩高科,1.3,331853600,2026-04-21
920779,武汉蓝电,7.0,80074720,2026-04-22
002852,道道全,1.2,343968305,2026-04-21
300857,协创数据,3.4,346120769,2026-04-22
300859,西域旅游,3.0,155000000,2026-04-21
603893,瑞芯微,12.0,420994600,
600081,东风科技,0.11,553026170,
920670,数字人,0.6,106182400,2026-04-23
300059,东方财富,1.0,15804037675,2026-04-21
