date,nav,daily_ret,acc_nav
2024-07-25,1.416,-0.49,1.416
2024-07-26,1.419,0.21,1.419
2024-07-29,1.418,-0.07,1.418
2024-07-30,1.412,-0.42,1.412
2024-07-31,1.437,1.77,1.437
2024-08-01,1.434,-0.21,1.434
2024-08-02,1.423,-0.77,1.423
2024-08-05,1.403,-1.41,1.403
2024-08-06,1.405,0.14,1.405
2024-08-07,1.406,0.07,1.406
2024-08-08,1.405,-0.07,1.405
2024-08-09,1.401,-0.28,1.401
2024-08-12,1.399,-0.14,1.399
2024-08-13,1.403,0.29,1.403
2024-08-14,1.397,-0.43,1.397
2024-08-15,1.41,0.93,1.41
2024-08-16,1.408,-0.14,1.408
2024-08-19,1.415,0.5,1.415
2024-08-20,1.403,-0.85,1.403
2024-08-21,1.397,-0.43,1.397
2024-08-22,1.395,-0.14,1.395
2024-08-23,1.397,0.14,1.397
2024-08-26,1.397,0.0,1.397
2024-08-27,1.393,-0.29,1.393
2024-08-28,1.388,-0.36,1.388
2024-08-29,1.379,-0.65,1.379
2024-08-30,1.386,0.51,1.386
2024-09-02,1.373,-0.94,1.373
2024-09-03,1.369,-0.29,1.369
2024-09-04,1.364,-0.37,1.364
2024-09-05,1.366,0.15,1.366
2024-09-06,1.355,-0.81,1.355
2024-09-09,1.342,-0.96,1.342
2024-09-10,1.346,0.3,1.346
2024-09-11,1.335,-0.82,1.335
2024-09-12,1.331,-0.3,1.331
2024-09-13,1.326,-0.38,1.326
2024-09-18,1.331,0.38,1.331
2024-09-19,1.338,0.53,1.338
2024-09-20,1.338,0.0,1.338
2024-09-23,1.346,0.6,1.346
2024-09-24,1.398,3.86,1.398
2024-09-25,1.413,1.07,1.413
2024-09-26,1.46,3.33,1.46
2024-09-27,1.498,2.6,1.498
2024-09-30,1.608,7.34,1.608
2024-10-08,1.681,4.54,1.681
2024-10-09,1.575,-6.31,1.575
2024-10-10,1.601,1.65,1.601
2024-10-11,1.559,-2.62,1.559
2024-10-14,1.589,1.92,1.589
2024-10-15,1.551,-2.39,1.551
2024-10-16,1.551,0.0,1.551
2024-10-17,1.536,-0.97,1.536
2024-10-18,1.576,2.6,1.576
2024-10-21,1.58,0.25,1.58
2024-10-22,1.589,0.57,1.589
2024-10-23,1.597,0.5,1.597
2024-10-24,1.585,-0.75,1.585
2024-10-25,1.593,0.5,1.593
2024-10-28,1.602,0.56,1.602
2024-10-29,1.585,-1.06,1.585
2024-10-30,1.574,-0.69,1.574
2024-10-31,1.576,0.13,1.576
2024-11-01,1.574,-0.13,1.574
2024-11-04,1.592,1.14,1.592
2024-11-05,1.626,2.14,1.626
2024-11-06,1.622,-0.25,1.622
2024-11-07,1.662,2.47,1.662
2024-11-08,1.653,-0.54,1.653
2024-11-11,1.66,0.42,1.66
2024-11-12,1.636,-1.45,1.636
2024-11-13,1.647,0.67,1.647
2024-11-14,1.621,-1.58,1.621
2024-11-15,1.6,-1.3,1.6
2024-11-18,1.598,-0.12,1.598
2024-11-19,1.608,0.63,1.608
2024-11-20,1.619,0.68,1.619
2024-11-21,1.619,0.0,1.619
2024-11-22,1.571,-2.96,1.571
2024-11-25,1.569,-0.13,1.569
2024-11-26,1.567,-0.13,1.567
2024-11-27,1.591,1.53,1.591
2024-11-28,1.583,-0.5,1.583
2024-11-29,1.596,0.82,1.596
2024-12-02,1.611,0.94,1.611
2024-12-03,1.619,0.5,1.619
2024-12-04,1.613,-0.37,1.613
2024-12-05,1.613,0.0,1.613
2024-12-06,1.628,0.93,1.628
2024-12-09,1.628,0.0,1.628
2024-12-10,1.638,0.61,1.638
2024-12-11,1.642,0.24,1.642
2024-12-12,1.657,0.91,1.657
2024-12-13,1.625,-1.93,1.625
2024-12-16,1.621,-0.25,1.621
2024-12-17,1.612,-0.56,1.612
2024-12-18,1.619,0.43,1.619
2024-12-19,1.612,-0.43,1.612
2024-12-20,1.612,0.0,1.612
2024-12-23,1.606,-0.37,1.606
2024-12-24,1.626,1.25,1.626
2024-12-25,1.626,0.0,1.626
2024-12-26,1.626,0.0,1.626
2024-12-27,1.628,0.12,1.628
2024-12-30,1.634,0.37,1.634
2024-12-31,1.61,-1.47,1.61
2025-01-02,1.571,-2.42,1.571
2025-01-03,1.549,-1.4,1.549
2025-01-06,1.548,-0.06,1.548
2025-01-07,1.555,0.45,1.555
2025-01-08,1.559,0.26,1.559
2025-01-09,1.549,-0.64,1.549
2025-01-10,1.531,-1.16,1.531
2025-01-13,1.527,-0.26,1.527
2025-01-14,1.561,2.23,1.561
2025-01-15,1.555,-0.38,1.555
2025-01-16,1.559,0.26,1.559
2025-01-17,1.563,0.26,1.563
2025-01-20,1.563,0.0,1.563
2025-01-21,1.561,-0.13,1.561
2025-01-22,1.548,-0.83,1.548
2025-01-23,1.557,0.58,1.557
2025-01-24,1.568,0.71,1.568
2025-01-27,1.568,0.0,1.568
2025-02-05,1.555,-0.83,1.555
2025-02-06,1.572,1.09,1.572
2025-02-07,1.587,0.95,1.587
2025-02-10,1.596,0.57,1.596
2025-02-11,1.592,-0.25,1.592
2025-02-12,1.603,0.69,1.603
2025-02-13,1.6,-0.19,1.6
2025-02-14,1.605,0.31,1.605
2025-02-17,1.607,0.12,1.607
2025-02-18,1.594,-0.81,1.594
2025-02-19,1.605,0.69,1.605
2025-02-20,1.605,0.0,1.605
2025-02-21,1.618,0.81,1.618
2025-02-24,1.612,-0.37,1.612
2025-02-25,1.599,-0.81,1.599
2025-02-26,1.616,1.06,1.616
2025-02-27,1.62,0.25,1.62
2025-02-28,1.59,-1.85,1.59
2025-03-03,1.592,0.13,1.592
2025-03-04,1.594,0.13,1.594
2025-03-05,1.603,0.56,1.603
2025-03-06,1.618,0.94,1.618
2025-03-07,1.616,-0.12,1.616
2025-03-10,1.614,-0.12,1.614
2025-03-11,1.617,0.19,1.617
2025-03-12,1.614,-0.19,1.614
2025-03-13,1.608,-0.37,1.608
2025-03-14,1.638,1.87,1.638
2025-03-17,1.642,0.24,1.642
2025-03-18,1.643,0.06,1.643
2025-03-19,1.641,-0.12,1.641
2025-03-20,1.636,-0.3,1.636
2025-03-21,1.617,-1.16,1.617
2025-03-24,1.621,0.25,1.621
2025-03-25,1.624,0.19,1.624
2025-03-26,1.623,-0.06,1.623
2025-03-27,1.626,0.18,1.626
2025-03-28,1.617,-0.55,1.617
2025-03-31,1.608,-0.56,1.608
2025-04-01,1.617,0.56,1.617
2025-04-02,1.619,0.12,1.619
2025-04-03,1.61,-0.56,1.61
2025-04-07,1.495,-7.14,1.495
2025-04-08,1.517,1.47,1.517
2025-04-09,1.533,1.05,1.533
2025-04-10,1.55,1.11,1.55
2025-04-11,1.551,0.06,1.551
2025-04-14,1.564,0.84,1.564
2025-04-15,1.566,0.13,1.566
2025-04-16,1.57,0.26,1.57
2025-04-17,1.572,0.13,1.572
2025-04-18,1.571,-0.06,1.571
2025-04-21,1.581,0.64,1.581
2025-04-22,1.586,0.32,1.586
2025-04-23,1.583,-0.19,1.583
2025-04-24,1.586,0.19,1.586
2025-04-25,1.584,-0.13,1.584
2025-04-28,1.583,-0.06,1.583
2025-04-29,1.583,0.0,1.583
2025-04-30,1.581,-0.13,1.581
2025-05-06,1.597,1.01,1.597
2025-05-07,1.607,0.63,1.607
2025-05-08,1.611,0.25,1.611
2025-05-09,1.61,-0.06,1.61
2025-05-12,1.622,0.75,1.622
2025-05-13,1.625,0.18,1.625
2025-05-14,1.64,0.92,1.64
2025-05-15,1.631,-0.55,1.631
2025-05-16,1.627,-0.25,1.627
2025-05-19,1.629,0.12,1.629
2025-05-20,1.636,0.43,1.636
2025-05-21,1.645,0.55,1.645
2025-05-22,1.645,0.0,1.645
2025-05-23,1.63,-0.91,1.63
2025-05-26,1.627,-0.18,1.627
2025-05-27,1.623,-0.25,1.623
2025-05-28,1.625,0.12,1.625
2025-05-29,1.638,0.8,1.638
2025-05-30,1.632,-0.37,1.632
2025-06-03,1.641,0.55,1.641
2025-06-04,1.649,0.49,1.649
2025-06-05,1.65,0.06,1.65
2025-06-06,1.652,0.12,1.652
2025-06-09,1.66,0.48,1.66
2025-06-10,1.654,-0.36,1.654
2025-06-11,1.663,0.54,1.663
2025-06-12,1.665,0.12,1.665
2025-06-13,1.656,-0.54,1.656
2025-06-16,1.661,0.3,1.661
2025-06-17,1.659,-0.12,1.659
2025-06-18,1.663,0.24,1.663
2025-06-19,1.648,-0.9,1.648
2025-06-20,1.65,0.12,1.65
2025-06-23,1.659,0.55,1.659
2025-06-24,1.676,1.02,1.676
2025-06-25,1.694,1.07,1.694
2025-06-26,1.691,-0.18,1.691
2025-06-27,1.679,-0.71,1.679
2025-06-30,1.687,0.48,1.687
2025-07-01,1.696,0.53,1.696
2025-07-02,1.696,0.0,1.696
2025-07-03,1.702,0.35,1.702
2025-07-04,1.707,0.29,1.707
2025-07-07,1.709,0.12,1.709
2025-07-08,1.718,0.53,1.718
2025-07-09,1.716,-0.12,1.716
2025-07-10,1.723,0.41,1.723
2025-07-11,1.725,0.12,1.725
2025-07-14,1.732,0.41,1.732
2025-07-15,1.725,-0.4,1.725
2025-07-16,1.725,0.0,1.725
2025-07-17,1.732,0.41,1.732
2025-07-18,1.741,0.52,1.741
2025-07-21,1.752,0.63,1.752
2025-07-22,1.763,0.63,1.763
2025-07-23,1.763,0.0,1.763
2025-07-24,1.772,0.51,1.772
2025-07-25,1.765,-0.4,1.765
2025-07-28,1.766,0.06,1.766
2025-07-29,1.772,0.34,1.772
2025-07-30,1.775,0.17,1.775
2025-07-31,1.755,-1.13,1.755
2025-08-01,1.752,-0.17,1.752
2025-08-04,1.761,0.51,1.761
2025-08-05,1.777,0.91,1.777
2025-08-06,1.784,0.39,1.784
2025-08-07,1.786,0.11,1.786
2025-08-08,1.788,0.11,1.788
2025-08-11,1.792,0.22,1.792
2025-08-12,1.797,0.28,1.797
2025-08-13,1.806,0.5,1.806
2025-08-14,1.799,-0.39,1.799
2025-08-15,1.814,0.83,1.814
2025-08-18,1.823,0.5,1.823
2025-08-19,1.821,-0.11,1.821
2025-08-20,1.839,0.99,1.839
2025-08-21,1.843,0.22,1.843
2025-08-22,1.862,1.03,1.862
2025-08-25,1.889,1.45,1.889
2025-08-26,1.885,-0.21,1.885
2025-08-27,1.852,-1.75,1.852
2025-08-28,1.869,0.92,1.869
2025-08-29,1.878,0.48,1.878
2025-09-01,1.889,0.59,1.889
2025-09-02,1.881,-0.42,1.881
2025-09-03,1.863,-0.96,1.863
2025-09-04,1.844,-1.02,1.844
2025-09-05,1.865,1.14,1.865
2025-09-08,1.872,0.38,1.872
2025-09-09,1.866,-0.32,1.866
2025-09-10,1.865,-0.05,1.865
2025-09-11,1.89,1.34,1.89
2025-09-12,1.883,-0.37,1.883
2025-09-15,1.875,-0.42,1.875
2025-09-16,1.87,-0.27,1.87
2025-09-17,1.875,0.27,1.875
2025-09-18,1.853,-1.17,1.853
2025-09-19,1.851,-0.11,1.851
2025-09-22,1.851,0.0,1.851
2025-09-23,1.847,-0.22,1.847
2025-09-24,1.86,0.7,1.86
2025-09-25,1.862,0.11,1.862
2025-09-26,1.851,-0.59,1.851
2025-09-29,1.869,0.97,1.869
2025-09-30,1.88,0.59,1.88
2025-10-09,1.902,1.17,1.902
2025-10-10,1.887,-0.79,1.887
2025-10-13,1.882,-0.26,1.882
2025-10-14,1.869,-0.69,1.869
2025-10-15,1.894,1.34,1.894
2025-10-16,1.896,0.11,1.896
2025-10-17,1.861,-1.85,1.861
2025-10-20,1.87,0.48,1.87
2025-10-21,1.896,1.39,1.896
2025-10-22,1.894,-0.11,1.894
2025-10-23,1.897,0.16,1.897
2025-10-24,1.91,0.69,1.91
2025-10-27,1.934,1.26,1.934
2025-10-28,1.928,-0.31,1.928
2025-10-29,1.941,0.67,1.941
2025-10-30,1.928,-0.67,1.928
2025-10-31,1.916,-0.62,1.916
2025-11-03,1.924,0.42,1.924
2025-11-04,1.914,-0.52,1.914
2025-11-05,1.919,0.26,1.919
2025-11-06,1.938,0.99,1.938
2025-11-07,1.934,-0.21,1.934
2025-11-10,1.943,0.47,1.943
2025-11-11,1.934,-0.46,1.934
2025-11-12,1.934,0.0,1.934
2025-11-13,1.947,0.67,1.947
2025-11-14,1.927,-1.03,1.927
2025-11-17,1.918,-0.47,1.918
2025-11-18,1.901,-0.89,1.901
2025-11-19,1.907,0.32,1.907
2025-11-20,1.903,-0.21,1.903
2025-11-21,1.859,-2.31,1.859
2025-11-24,1.859,0.0,1.859
2025-11-25,1.872,0.7,1.872
2025-11-26,1.87,-0.11,1.87
2025-11-27,1.876,0.32,1.876
2025-11-28,1.881,0.27,1.881
2025-12-01,1.892,0.58,1.892
2025-12-02,1.887,-0.26,1.887
2025-12-03,1.879,-0.42,1.879
2025-12-04,1.879,0.0,1.879
2025-12-05,1.894,0.8,1.894
2025-12-08,1.901,0.37,1.901
2025-12-09,1.892,-0.47,1.892
2025-12-10,1.89,-0.11,1.89
2025-12-11,1.877,-0.69,1.877
2025-12-12,1.885,0.43,1.885
2025-12-15,1.877,-0.42,1.877
2025-12-16,1.861,-0.85,1.861
2025-12-17,1.881,1.07,1.881
2025-12-18,1.884,0.16,1.884
2025-12-19,1.892,0.42,1.892
2025-12-22,1.905,0.69,1.905
2025-12-23,1.906,0.05,1.906
2025-12-24,1.914,0.42,1.914
2025-12-25,1.923,0.47,1.923
2025-12-26,1.925,0.1,1.925
2025-12-29,1.925,0.0,1.925
2025-12-30,1.924,-0.05,1.924
2025-12-31,1.924,0.0,1.924
2026-01-05,1.948,1.25,1.948
2026-01-06,1.976,1.44,1.976
2026-01-07,1.978,0.1,1.978
2026-01-08,1.974,-0.2,1.974
2026-01-09,1.99,0.81,1.99
2026-01-12,2.007,0.85,2.007
2026-01-13,1.996,-0.55,1.996
2026-01-14,1.988,-0.4,1.988
2026-01-15,1.987,-0.05,1.987
2026-01-16,1.979,-0.4,1.979
2026-01-19,1.988,0.45,1.988
2026-01-20,1.9911,0.16,1.9911
2026-01-21,1.9938,0.14,1.9938
2026-01-22,1.9998,0.3,1.9998
2026-01-23,2.0045,0.24,2.0045
2026-01-26,2.0057,0.06,2.0057
2026-01-27,2.0082,0.12,2.0082
2026-01-28,2.0172,0.45,2.0172
2026-01-29,2.0217,0.22,2.0217
2026-01-30,2.0022,-0.96,2.0022
2026-02-02,1.9511,-2.55,1.9511
2026-02-03,1.9779,1.37,1.9779
2026-02-04,1.9943,0.83,1.9943
2026-02-05,1.9849,-0.47,1.9849
2026-02-06,1.9809,-0.2,1.9809
2026-02-09,2.0074,1.34,2.0074
2026-02-10,2.0099,0.12,2.0099
2026-02-11,2.0136,0.18,2.0136
2026-02-12,2.0147,0.05,2.0147
2026-02-13,1.9893,-1.26,1.9893
2026-02-24,2.0058,0.83,2.0058
2026-02-25,2.0178,0.6,2.0178
2026-02-26,2.0193,0.07,2.0193
2026-02-27,2.0275,0.41,2.0275
2026-03-02,2.0406,0.65,2.0406
2026-03-03,2.0127,-1.37,2.0127
2026-03-04,1.9934,-0.96,1.9934
2026-03-05,2.0052,0.59,2.0052
2026-03-06,2.0131,0.39,2.0131
2026-03-09,2.0012,-0.59,2.0012
2026-03-10,2.0143,0.65,2.0143
2026-03-11,2.0196,0.26,2.0196
2026-03-12,2.0164,-0.16,2.0164
2026-03-13,2.0017,-0.73,2.0017
2026-03-16,1.994,-0.38,1.994
2026-03-17,1.9768,-0.86,1.9768
2026-03-18,1.984,0.36,1.984
2026-03-19,1.9545,-1.49,1.9545
2026-03-20,1.9339,-1.05,1.9339
2026-03-23,1.865,-3.56,1.865
2026-03-24,1.8953,1.62,1.8953
2026-03-25,1.9196,1.28,1.9196
2026-03-26,1.9008,-0.98,1.9008
2026-03-27,1.9119,0.58,1.9119
2026-03-30,1.9171,0.27,1.9171
2026-03-31,1.9035,-0.71,1.9035
2026-04-01,1.9316,1.48,1.9316
2026-04-02,1.9182,-0.69,1.9182
2026-04-03,1.9003,-0.93,1.9003
2026-04-07,1.9012,0.05,1.9012
2026-04-08,1.9516,2.65,1.9516
2026-04-09,1.9369,-0.75,1.9369
2026-04-10,1.945,0.42,1.945
2026-04-13,1.9411,-0.2,1.9411
2026-04-14,1.9581,0.88,1.9581
2026-04-15,1.959,0.05,1.959
2026-04-16,1.9709,0.61,1.9709
2026-04-17,1.9707,-0.01,1.9707
2026-04-20,1.985,0.73,1.985
2026-04-21,1.9885,0.18,1.9885
2026-04-22,1.9991,0.53,1.9991
2026-04-23,1.9895,-0.48,1.9895
2026-04-24,1.9835,-0.3,1.9835
2026-04-27,1.9845,0.05,1.9845
2026-04-28,1.9827,-0.09,1.9827
2026-04-29,1.996,0.67,1.996
2026-04-30,1.9971,0.06,1.9971
2026-05-06,2.0196,1.13,2.0196
2026-05-07,2.0278,0.41,2.0278
2026-05-08,2.0269,-0.04,2.0269
2026-05-11,2.0444,0.86,2.0444
2026-05-12,2.0379,-0.32,2.0379
2026-05-13,2.0529,0.74,2.0529
2026-05-14,2.0232,-1.45,2.0232
2026-05-15,2.0028,-1.01,2.0028
2026-05-18,2.0003,-0.12,2.0003
2026-05-19,2.0166,0.81,2.0166
2026-05-20,2.0123,-0.21,2.0123
2026-05-21,1.9772,-1.74,1.9772
2026-05-22,1.9937,0.83,1.9937
2026-05-25,2.0115,0.89,2.0115
2026-05-26,2.0131,0.08,2.0131
2026-05-27,1.9911,-1.09,1.9911
2026-05-28,1.9914,0.02,1.9914
2026-05-29,1.9801,-0.57,1.9801
2026-06-01,1.9787,-0.07,1.9787
2026-06-02,1.9838,0.26,1.9838
2026-06-03,1.9864,0.13,1.9864
2026-06-04,1.9715,-0.75,1.9715
2026-06-05,1.9585,-0.66,1.9585
2026-06-08,1.9278,-1.57,1.9278
2026-06-09,1.9482,1.06,1.9482
2026-06-10,1.9415,-0.34,1.9415
2026-06-11,1.9385,-0.15,1.9385
2026-06-12,1.9586,1.04,1.9586
2026-06-15,1.9872,1.46,1.9872
2026-06-16,1.9838,-0.17,1.9838
2026-06-17,1.9904,0.33,1.9904
2026-06-18,1.9817,-0.44,1.9817
2026-06-22,2.0153,1.7,2.0153
2026-06-23,1.9849,-1.51,1.9849
2026-06-24,1.9886,0.19,1.9886
2026-06-25,1.9931,0.23,1.9931
2026-06-26,1.9523,-2.05,1.9523
2026-06-29,1.9712,0.97,1.9712
2026-06-30,1.981,0.5,1.981
2026-07-01,1.9897,0.44,1.9897
2026-07-02,1.9555,-1.72,1.9555
2026-07-03,1.9653,0.5,1.9653
2026-07-06,1.9658,0.03,1.9658
2026-07-07,1.939,-1.36,1.939
2026-07-08,1.9294,-0.5,1.9294
2026-07-09,1.958,1.48,1.958
2026-07-10,1.9452,-0.65,1.9452
2026-07-13,1.9068,-1.97,1.9068
2026-07-14,1.9337,1.41,1.9337
2026-07-15,1.9284,-0.27,1.9284
2026-07-16,1.8972,-1.62,1.8972
2026-07-17,1.8457,-2.71,1.8457
2026-07-20,1.8613,0.85,1.8613
2026-07-21,1.8921,1.65,1.8921
2026-07-22,1.8934,0.07,1.8934
2026-07-23,1.9033,0.52,1.9033
2026-07-24,1.874,-1.54,1.874
